Planet,Teff,Teff_err_up,Teff_err_dn,[Fe/H],[Fe/H]_err_up,[Fe/H]_err_dn,M*,M*_err_up,M*_err_dn,R*,R*_err_up,R*_err_dn,logg*,logg*_err_up,logg*_err_dn,rho*,rho*_err_up,rho*_err_dn,e,e_err_up,e_err_dn,a (AU),a_err_up,a_err_dn,Mp,Mp_err_up,Mp_err_dn,Rp,Rp_err_up,Rp_err_dn,gp,gp_err_up,gp_err_dn,rhop,rhop_err_up,rhop_err_dn,Teq,Teq_err_up,Teq_err_dn,Discovery_Reference,Recent_Reference,Type,RA:HH,RA:MM,RA:SS,Dec:DD,Dec:MM,Dec:SS,Vmag,Kmag,T14,Depth,T0 (HJD or BJD),T0_err,P (day),P_err,Ephemeris_Reference,Impact Parameter,Depth_Calc,Bmag,Rmag,Imag,Kmag_Calc,Umag,Vmag_Calc,Hmag,Jmag,a_Calc,Teq_Calc,Mp_Calc,ScaleHeight_Prox,Previous Study Flag,a-a_Calc % Error,Rp/R*,a_Calc/R*,V-Vcalc,K-Kcalc,umag,gmag,rmag,imag,zmag,RISEmag,SPRAT_Redmag,SPRAT_Bluemag,600RI+19mag,HKmag,G750Mmag,GR01mag
Kepler-1160b,5519,61.0,63.0,0.01,0.13,0.16,0.92,0.04,0.04,0.89,0.11,0.05,4.51,0.04,0.11,,,,,,,,,,,,,0.161,0.039,0.013,,,,,,,839.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,11,31.05,43,21,50.6,16.0,14.16,0.1111,0.05,2454969.55775,0.004,7.9703399,3.5e-05,2016ApJ...822...86M,0.6268767315693944,0.00034557524567885154,16.516644936970597,15.410644936970595,15.037644936970596,14.091644936970596,16.759644936970595,16.068355063029404,14.436355063029405,14.765355063029405,0.0759487017284192,911.0212726419979,0.019069135666625523,,1.0,,0.01858965426464009,18.34990230678812,-0.0683550630294043,0.0683550630294043,15.798874112115849,16.487081172545846,15.656002738799446,15.458775936970595,15.396260392929147,14.438690074338062,15.410644936970595,16.0,14.889904254860419,14.298177531514703,16.0,14.32968973856983
Kepler-1161b,4253,55.0,53.0,-0.35,0.13,0.15,0.59,0.03,0.05,0.57,0.03,0.03,4.7,0.02,0.02,,,,,,,,,,,,,0.18,0.01,0.009,,,,,,,485.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,56,18.5,45,26,26.3,16.25,13.14,0.1133,0.12,2454970.16499,0.003,10.7125347,3.8e-05,2016ApJ...822...86M,0.2582588082105486,0.0010530916894920612,17.301288815764483,15.27328881576448,14.596288815764481,12.854288815764482,18.500288815764485,16.53571118423552,13.496711184235519,14.10171118423552,0.07976615938190348,548.2223884567389,0.022468601994527708,,1.0,,0.032451374231179504,30.09173544114243,-0.2857111842355202,0.28571118423551845,17.27982748766028,17.124023036877496,15.655356427625831,15.092507815764481,14.835463774313704,13.945077804513692,15.27328881576448,16.25,14.626498599100724,13.31835559211776,16.25,14.268336693665214
Kepler-1162b,5390,62.0,59.0,-0.03,0.15,0.15,0.89,0.04,0.05,0.84,0.07,0.05,4.54,0.04,0.08,,,,,,,,,,,,,0.183,0.013,0.011,,,,,,,490.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,18,53,10.11,45,26,2.7,15.66,13.75,0.2258,0.06,2454996.46038,0.006,32.5635249,0.0002369,2016ApJ...822...86M,0.371,0.0005012039603715225,16.2533032186024,15.0533032186024,14.6563032186024,13.6153032186024,16.6113032186024,15.794696781397601,14.0206967813976,14.3856967813976,0.19196591605568158,543.6878693322925,0.02302145632402441,,1.0,,0.02238758496067681,49.14148183895786,-0.13469678139760077,0.13469678139760077,15.822280202481108,16.16291416141601,15.303291259235559,15.0833622186024,15.005489161607581,14.053340182397907,15.0533032186024,15.66,14.523356318249261,13.8853483906988,15.66,13.984370605359345
Kepler-1163b,6302,70.0,64.0,0.02,0.08,0.09,1.22,0.07,0.06,1.35,0.23,0.13,4.26,0.08,0.11,,,,,,,,,,,,,0.094,0.017,0.013,,,,,,,1211.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,20,56.6,50,1,48.3,12.24,10.97,0.1441,0.01,2454966.61873,0.004,6.1178497,2.78e-05,2016ApJ...822...86M,0.5811108009546178,5.119871450655415e-05,12.637716951160188,11.877716951160188,11.600716951160187,10.968716951160188,12.616716951160187,12.241283048839813,11.113283048839813,11.312283048839813,0.06995074259886706,1335.0035367147711,0.0036595166423087576,,1.0,,0.007155327700850196,11.141969608733326,-0.0012830488398130058,0.0012830488398130058,12.33663600970183,12.519764423590749,12.062446525200418,11.998135951160188,11.997050458932206,11.017595047887374,11.877716951160188,12.24,11.392556855817269,11.041641524419907,12.24,10.705404813187817
Kepler-1164b,5183,80.0,64.0,-0.03,0.11,0.11,0.85,0.03,0.06,0.79,0.02,0.02,4.57,0.02,0.02,,,,,,,,,,,,,0.099,0.006,0.005,,,,,,,936.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,10,7.11,38,53,40.2,14.34,12.2,0.0918,0.02,2454966.62238,0.002,3.9759963,1.14e-05,2016ApJ...822...86M,0.4295555057603834,0.00016583916151190697,15.05173490484582,13.744734904845819,13.32173490484582,12.17073490484582,15.55373490484582,14.369265095154178,12.429265095154179,12.834265095154178,0.04652754522009707,1029.8476501119458,0.0044035921335158,,1.0,,0.012877855470221234,12.664453603463743,-0.02926509515417841,0.02926509515417841,15.228236305990352,14.832477031875767,13.991670685251986,13.75521590484582,13.660705542151522,12.714407080297017,13.744734904845819,14.34,13.204672668176556,12.314632547577089,14.34,12.68136211601738
Kepler-1165b,6080,97.0,116.0,0.05,0.14,0.15,1.13,0.12,0.06,1.18,0.39,0.14,4.34,0.09,0.2,,,,,,,,,,,,,0.131,0.04,0.014,,,,,,,946.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,7,53.1,44,42,29.8,14.56,13.07,0.2564,0.02,2454973.16526,0.004,9.4785082,5.27e-05,2016ApJ...822...86M,0.5,0.00013015158560155424,14.9684795037816,14.1044795037816,13.796479503781601,13.0764795037816,14.9824795037816,14.5535204962184,13.276520496218401,13.513520496218401,0.09129759237880324,1054.0184628698405,0.011973516964897488,,1.0,,0.011408399782684434,16.637218726055103,0.0064795037816001155,-0.0064795037816001155,14.31682901724283,14.9248902130474,14.314103476271914,14.2015555037816,14.180633223988856,13.208279751087124,14.1044795037816,14.56,13.608045986235664,13.173260248109202,14.56,12.966767295070348
Kepler-1166b,5446,83.0,88.0,-0.02,0.14,0.18,0.9,0.04,0.07,0.86,0.1,0.06,4.53,0.04,0.11,,,,,,,,,,,,,0.135,0.014,0.004,,,,,,,486.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,21,23.64,50,54,10.2,14.67,12.74,0.1948,0.03,2454976.46683,0.007,33.2407985,0.0002787,2016ApJ...822...86M,0.4733536852063156,0.0002602205084880118,15.259626983284964,14.118626983284964,13.736626983284964,12.754626983284963,15.543626983284964,14.655373016715037,12.969373016715037,13.311373016715038,0.19534470865524436,551.0098144984833,0.013331328269504502,,1.0,,0.016131351725382836,48.843481163921254,0.014626983284962591,-0.014626983284962591,15.049394530113037,15.122403564260827,14.353843578747878,14.159980983284964,14.091706371886001,13.136171400796844,14.118626983284964,14.67,13.59444866610243,12.854686508357519,14.67,13.032617686638408
Kepler-1167b,4971,97.0,125.0,-0.05,0.16,0.18,0.79,0.04,0.05,0.75,0.04,0.04,4.6,0.03,0.04,,,,,,,,,,,,,0.143,0.014,0.015,,,,,,,1419.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,53,12.65,47,41,38.5,16.23,13.66,0.0598,0.05,2454965.09988,0.002,1.0039317,2.7e-06,2016ApJ...822...86M,0.32732571588093207,0.00038390205318472885,16.91838953590638,15.538389535906378,15.096389535906377,13.870389535906378,17.51838953590638,16.019610464093624,13.963610464093623,14.395610464093624,0.018139208207713607,1541.3402861670634,0.016018087352350368,,1.0,,0.0195934186191366,5.200684057415397,0.21038953590637632,-0.2103895359063781,16.57014996622548,16.81044035371748,15.811049529819375,15.534563535906377,15.427895142123994,14.485857176257088,15.538389535906378,16.23,14.9908415334571,13.811805232046812,16.23,14.499302141013208
Kepler-1168b,5157,47.0,56.0,0.13,0.15,0.17,0.87,0.04,0.03,0.82,0.05,0.04,4.56,0.03,0.05,,,,,,,,,,,,,0.19,0.025,0.017,,,,,,,379.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,9,11.44,47,27,19.5,15.88,13.69,0.2274,0.09,2455002.03741,0.005,55.8224775,0.00041,2016ApJ...822...86M,0.4577736280454071,0.0005669573421338775,16.53504781753818,15.22804781753818,14.80504781753818,13.65404781753818,17.03704781753818,15.91595218246182,13.97595218246182,14.380952182461819,0.27288877557382046,431.06674394461305,0.024328037388998074,,1.0,,0.023810866051739436,71.56080691455476,-0.03595218246181986,0.03595218246181986,16.200320770876434,16.424232342587644,15.490119050255485,15.23852881753818,15.144018454843879,14.197719992989375,15.22804781753818,15.88,14.687985580868917,13.83297609123091,15.88,14.176729538939401
Kepler-1169b,6191,81.0,76.0,0.26,0.07,0.06,1.24,0.04,0.03,1.23,0.06,0.05,4.35,0.03,0.03,,,,,,,,,,,,,0.083,0.013,0.004,,,,,,,1125.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,39,38.77,46,29,29.2,12.83,11.41,0.0964,0.01,2454969.91214,0.006,6.1101044,4.64e-05,2016ApJ...822...86M,0.8031359217592186,4.808580030729802e-05,13.273716951160187,12.443716951160187,12.144716951160188,11.453716951160187,13.274716951160187,12.786283048839811,11.557283048839812,11.782283048839812,0.07027154453401985,1248.9840949834756,0.002346328765597423,,1.0,,0.00693439256945394,12.285074555649738,0.0437169511601887,-0.04371695116018692,13.08619372398754,13.131676423590749,12.634854525200417,12.547569951160188,12.532406738724955,11.557994834972254,12.443716951160187,12.83,11.950577474515828,11.483641524419905,12.83,11.285507444872268
Kepler-1170b,5069,120.0,97.0,-0.09,0.18,0.19,0.8,0.05,0.02,0.76,0.05,0.05,4.58,0.03,0.05,,,,,,,,,,,,,0.221,0.037,0.016,,,,,,,705.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,28,40.45,43,46,46.8,16.16,13.81,0.1542,0.1,2454966.76102,0.003,9.9897027,4.17e-05,2016ApJ...822...86M,0.5,0.0008929522778903081,16.85059097619017,15.470590976190168,15.028590976190168,13.802590976190169,17.45059097619017,16.16740902380983,14.111409023809832,14.543409023809833,0.08426972078399575,734.0516305700377,0.030383271503908744,,1.0,,0.029882307104544457,23.843025944654944,-0.007409023809831439,0.007409023809831439,16.522204938462906,16.738430438738376,15.742663185547393,15.466764976190168,15.360096582407785,14.418058616540879,15.470590976190168,16.16,14.923042973740891,13.960704511904916,16.16,14.43105609614657
Kepler-1171b,7044,278.0,199.0,-0.01,0.15,0.17,1.58,0.18,0.07,1.95,0.51,0.38,4.05,0.15,0.15,,,,,,,,,,,,,0.238,0.06,0.081,,,,,,,2700.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,39,50.14,38,35,29.6,11.58,10.55,0.1237,0.02,2454967.07188,0.003,1.4425923,4.9e-06,2016ApJ...822...86M,0.5642074915285695,0.00015730972724896906,11.827716951160188,11.303716951160188,11.108716951160188,10.665716951160189,11.848716951160188,11.464283048839812,10.683283048839813,10.802283048839813,0.0291018960932984,2780.412984045741,0.03388168115657186,,1.0,,0.012542317459264419,3.209150487713971,0.11571695116018788,-0.11571695116018788,11.189649438273262,11.781246423590748,11.465484525200418,11.485881951160188,11.537267961522883,10.538866969896555,11.303716951160188,11.58,10.84739773087319,10.616641524419908,11.58,10.08116083852317
Kepler-1172b,5558,145.0,138.0,-0.04,0.15,0.19,0.92,0.05,0.03,0.89,0.11,0.07,4.51,0.05,0.1,,,,,,,,,,,,,0.404,0.063,0.078,,,,,,,675.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,21,53.88,37,45,59.7,16.06,14.14,0.2069,0.12,2454987.5286,0.006,26.0203329,0.0001869,2016ApJ...822...86M,0.27951878344005626,0.0021759735079171123,16.574443496686804,15.468443496686803,15.095443496686803,14.149443496686803,16.817443496686803,16.050556503313196,14.418556503313196,14.747556503313197,0.1671389585561403,618.4548472258773,0.07377557620273573,,1.0,,0.046647331198227324,40.382303994221544,0.009443496686802888,-0.009443496686802888,15.83681913987842,16.549091087524946,15.714389083071426,15.516574496686802,15.454058952645354,14.49648863405427,15.468443496686803,16.06,14.947702814576624,14.2792782516566,16.06,14.38796061906471
Kepler-1173b,5252,92.0,117.0,0.0,0.15,0.16,0.86,0.04,0.06,0.82,0.06,0.04,4.55,0.03,0.07,,,,,,,,,,,,,0.083,0.011,0.006,,,,,,,1650.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,32,31.46,45,39,48.7,14.05,11.88,0.0427,0.01,2454965.51944,0.001,0.7698549,1.2e-06,2016ApJ...822...86M,0.7292181788687098,0.00010819305069142053,14.741191746193833,13.482191746193832,13.072191746193832,11.972191746193833,15.177191746193833,13.957808253806169,12.095808253806169,12.48280825380617,0.015633105289986664,1834.1815264047248,0.002346328765597423,,1.0,,0.01040158885418091,4.099536988207896,0.09219174619383175,-0.09219174619383175,14.939024995546752,14.517408935725031,13.721796549960079,13.502461746193832,13.416270036349273,12.467049255786142,13.482191746193832,14.05,12.947205676387435,11.987904126903086,14.05,12.409802959090518
Kepler-1174b,5936,117.0,104.0,-0.04,0.15,0.21,1.04,0.07,0.06,1.04,0.2,0.1,4.42,0.07,0.14,,,,,,,,,,,,,0.19,0.03,0.037,,,,,,,1156.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,18,47,19.54,42,17,56.0,14.33,12.76,0.1038,0.02,2454965.4644,0.003,6.8922633,2.63e-05,2016ApJ...822...86M,0.7389049894342524,0.0003524612766742041,14.79073490484582,13.85873490484582,13.53073490484582,12.75473490484582,14.84873490484582,14.33526509515418,12.96226509515418,13.22426509515418,0.07181120320511336,1089.3006380634533,0.024328037388998074,,1.0,,0.01877395207925609,14.847805602395447,-0.005265095154179278,0.005265095154179278,14.317664305990359,14.709265031875766,14.072562685251986,13.940750904845821,13.907030697591933,12.939241480826542,13.85873490484582,14.33,13.354919193308879,12.861132547577089,14.33,12.732440871909986
Kepler-1175b,5453,66.0,80.0,-0.04,0.15,0.18,0.9,0.04,0.04,0.86,0.07,0.06,4.53,0.04,0.08,,,,,,,,,,,,,0.249,0.075,0.021,,,,,,,515.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,16,34.24,46,48,46.4,16.12,14.15,0.1705,0.1,2454967.78331,0.005,37.9456138,0.0002107,2016ApJ...822...86M,0.7024141605587011,0.0008852637446784755,16.656242056403013,15.515242056403013,15.133242056403013,14.151242056403012,16.94024205640301,16.11875794359699,14.43275794359699,14.77475794359699,0.21336756857843875,527.9026194874402,0.036209406558215466,,1.0,,0.029753382071261672,53.3498700251222,0.00124205640301156,-0.00124205640301156,15.964561453355268,16.62114400250405,15.764712427343408,15.556596056403013,15.48832144500405,14.532786473914893,15.515242056403013,16.12,14.991063739220479,14.291378971798494,16.12,14.440824503591237
Kepler-1176b,5844,265.0,269.0,-0.01,0.14,0.17,1.01,0.11,0.03,1.02,0.26,0.13,4.42,0.09,0.17,,,,,,,,,,,,,0.197,0.023,0.017,,,,,,,595.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,51,40.73,45,16,26.9,15.24,13.31,0.1273,0.05,2454968.62471,0.004,24.1738244,0.0001243,2016ApJ...822...86M,0.8440971462442008,0.00039391543239983973,15.675713300588942,14.731713300588943,14.399713300588942,13.613713300588943,15.742713300588942,14.936286699411058,13.546286699411057,13.813286699411057,0.16416373213286678,702.4331232127628,0.025657472752442803,,1.0,,0.019847302899886416,34.60831490534577,0.3037133005889423,-0.3037133005889423,14.925337436714564,15.653065756562295,14.955425849331695,14.810717300588943,14.774437507842828,13.807559480327384,14.731713300588943,15.24,14.226410843768837,13.428143349705529,15.24,13.615023473791057
Kepler-1177b,5712,63.0,67.0,0.02,0.1,0.1,0.98,0.03,0.06,0.97,0.07,0.05,4.46,0.05,0.07,,,,,,,,,,,,,0.179,0.024,0.017,,,,,,,377.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,6,41.14,49,24,22.6,14.68,12.97,0.5742,0.04,2454968.7435,0.013,106.247882,0.002,2016ApJ...822...86M,0.5,0.0003596114242601191,15.193076623214015,14.164076623214015,13.810076623214016,12.942076623214016,15.345076623214014,14.707923376785985,13.191923376785985,13.490923376785984,0.4360758771847958,410.7961192352567,0.02228527517739697,,1.0,,0.01896342332650197,96.67044938863054,-0.027923376785985,0.027923376785985,14.774544215625104,15.100038043005602,14.389828164815873,14.226514623214015,14.176157110260649,13.214280712237604,14.164076623214015,14.68,13.650535435081892,13.080961688392993,14.68,13.05884712909102
Kepler-1178b,4990,58.0,69.0,-0.05,0.15,0.17,0.8,0.04,0.04,0.75,0.03,0.04,4.59,0.03,0.04,,,,,,,,,,,,,0.056,0.004,0.004,,,,,,,378.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,13,49.45,45,48,7.6,14.12,11.73,0.1658,0.01,2454983.6791,0.015,31.8055128,0.0006015,2016ApJ...822...86M,0.476,5.887411799047922e-05,14.88543994583909,13.50543994583909,13.06343994583909,11.83743994583909,15.48543994583909,14.01256005416091,11.95656005416091,12.38856005416091,0.18237757942965724,487.9538528177413,0.0005755289881399294,,1.0,,0.007672947151549998,52.28939206764763,0.10743994583909,-0.10743994583909,15.232073994535657,14.63009332944891,13.757527480300052,13.50161394583909,13.394945552056706,12.4529075861898,13.50543994583909,14.12,12.95789194338981,11.843280027080455,14.12,12.450254495024978
Kepler-1179b,5212,65.0,66.0,-0.03,0.15,0.17,0.84,0.04,0.04,0.81,0.05,0.04,4.56,0.03,0.06,,,,,,,,,,,,,0.13,0.023,0.016,,,,,,,1137.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,18,56,23.43,47,48,38.3,14.3,12.19,0.0436,0.03,2454965.60443,0.001,2.6850544,4.5e-06,2016ApJ...822...86M,0.8956340930056569,0.0002720116804866346,15.012835624987716,13.705835624987715,13.282835624987717,12.131835624987717,15.514835624987716,14.358164375012285,12.418164375012283,12.823164375012283,0.03567261978844032,1197.6025493099828,0.011650276209463321,,1.0,,0.01649277661543485,9.470074483363158,-0.058164375012284,0.05816437501228222,15.199263792109067,14.791472074386217,13.952477513115996,13.716316624987716,13.621806262293418,12.675507800438915,13.705835624987715,14.3,13.165773388318453,12.304082187506141,14.3,12.642223838238781
Kepler-1180b,6077,244.0,227.0,0.0,0.14,0.18,1.09,0.16,0.06,1.14,0.31,0.15,4.36,0.1,0.16,,,,,,,,,,,,,0.153,0.042,0.021,,,,,,,765.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,43,33.0,43,9,21.8,15.15,13.52,0.2315,0.03,2454972.84916,0.007,16.8600805,0.00013,2016ApJ...822...86M,0.682,0.00019021468641450354,15.53701546101463,14.67301546101463,14.36501546101463,13.64501546101463,15.551015461014629,15.02498453898537,13.74798453898537,13.98498453898537,0.13243063012386833,859.7669313002243,0.017692139448746452,,1.0,,0.01379183404825129,24.979687607319622,0.12501546101463035,-0.12501546101463035,14.691793037927846,15.534486884093644,14.888370332923724,14.77009146101463,14.749169181221886,13.776815708320154,14.67301546101463,15.15,14.176581943468696,13.633992269492685,15.15,13.540213624486364
Kepler-1181b,6176,82.0,87.0,0.03,0.13,0.17,1.17,0.17,0.05,1.3,0.54,0.21,4.27,0.13,0.24,,,,,,,,,,,,,0.143,0.051,0.018,,,,,,,1374.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,18,59.35,39,31,24.4,13.89,12.36,0.1452,0.01,2454966.6449,0.006,4.8933649,3.61e-05,2016ApJ...822...86M,0.218,0.00012777805024639642,14.301245706974258,13.471245706974258,13.172245706974259,12.48124570697426,14.302245706974258,13.76875429302574,12.53975429302574,12.76475429302574,0.059439279872281724,1392.7574548271134,0.016018087352350368,,1.0,,0.011303895357194192,9.831812678801333,0.12124570697426051,-0.12124570697426051,13.82088288348539,14.221322669532503,13.671053103212131,13.57509870697426,13.559935494539026,12.585523590786325,13.471245706974258,13.89,12.9781062303299,12.44987714651287,13.89,12.320776736625525
Kepler-1182b,5924,202.0,242.0,0.01,0.14,0.18,1.04,0.11,0.04,1.05,0.26,0.13,4.41,0.09,0.16,,,,,,,,,,,,,0.146,0.043,0.014,,,,,,,796.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,45,13.9,43,49,16.8,15.53,13.67,0.1378,0.03,2454967.70626,0.005,11.1739208,6.13e-05,2016ApJ...822...86M,0.6414202057199405,0.00020417285426076618,15.94670609916998,15.014706099169981,14.686706099169982,13.910706099169982,16.00470609916998,15.289293900830017,13.916293900830018,14.178293900830019,0.09910327864853313,929.8202194735102,0.016514699839234398,,1.0,,0.014288906685284434,20.29561108744099,0.24070609916998187,-0.24070609916998187,15.076564861241652,15.949463331457807,15.240289570691596,15.096722099169982,15.063001891916095,14.095212675150705,15.014706099169981,15.53,14.51089038763304,13.793146950415009,15.53,13.898364429094961
Kepler-1183b,5765,122.0,176.0,0.04,0.14,0.17,1.0,0.06,0.03,0.99,0.18,0.1,4.45,0.07,0.14,,,,,,,,,,,,,0.227,0.067,0.023,,,,,,,555.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,28,55.78,38,53,31.9,15.99,14.01,0.2635,0.08,2454965.92075,0.008,28.5057217,0.0002837,2016ApJ...822...86M,0.5,0.0005552035212418502,16.444195297041546,15.431195297041544,15.081195297041544,14.230195297041544,16.577195297041545,15.769804702958456,14.278804702958457,14.571804702958456,0.18262541288690026,647.2463370915799,0.03160405038714865,,1.0,,0.023562757080652728,39.66700627605452,0.22019529704154372,-0.22019529704154372,15.563512140889506,16.44918869380107,15.668396152731452,15.496645297041544,15.448847369580404,14.486062832485501,15.431195297041544,15.99,14.919159831170969,14.14440235147923,15.99,14.333614683424003
Kepler-1184b,5983,110.0,119.0,-0.04,0.15,0.18,1.05,0.07,0.08,1.07,0.19,0.11,4.41,0.07,0.14,,,,,,,,,,,,,0.222,0.07,0.023,,,,,,,529.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,25,7.69,46,57,57.5,15.07,13.49,0.2838,0.05,2454980.43015,0.006,53.5991459,0.0004142,2016ApJ...822...86M,0.3868396337154152,0.00045457890712916575,15.45976726136937,14.595767261369371,14.287767261369371,13.56776726136937,15.47376726136937,14.99223273863063,13.71523273863063,13.95223273863063,0.2827753375485777,561.2074463034447,0.03058566433167788,,1.0,,0.02132085615375625,56.82784149863309,0.07776726136937029,-0.07776726136937029,14.639361753224646,15.451974490369766,14.81038740258375,14.69284326136937,14.671920981576626,13.699567508674894,14.595767261369371,15.07,14.099333743823436,13.602616369315315,15.07,13.462340068193102
Kepler-1185b,5622,68.0,59.0,-0.04,0.09,0.09,0.96,0.02,0.03,0.87,0.02,0.02,4.54,0.01,0.01,,,,,,,,,,,,,0.124,0.018,0.005,,,,,,,355.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,8,57.88,39,19,57.9,12.73,10.98,0.154,0.02,2455023.10261,0.005,104.351962,0.0006973,2016ApJ...822...86M,0.8882961865172085,0.00021452393359479478,13.347716951160189,12.255716951160188,11.88571695116019,10.952716951160188,13.57471695116019,12.757283048839813,11.145283048839813,11.469283048839813,0.4279214014980697,386.54651467368524,0.00984112058982324,,1.0,,0.014646635572540022,105.766507381255,-0.027283048839812807,0.027283048839812807,13.60171486684469,13.11202042359075,12.470350525200418,12.306106951160189,12.24551109623791,11.287261703390623,12.255716951160188,12.73,11.736118235890446,11.062641524419906,12.73,11.147535389444398
