System,Type,RAh,RAm,RAs,Decd,Decm,Decs,Vmag,Kmag,length,depth,T0(HJDorBJD),T0err,Period(day),Perioderr,Ephemeris_reference
HAT-P-43,TEP,08,35,42.18,+10,12,24.0,13.36,11.76,0.1355,1.7,2456147.34248,0.00030,3.3326830,0.0000019,2019A+A...622A..81M
HAT-P-44,TEP,14,12,34.56,+47,00,52.9,13.21,11.28,0.1302,2.1,2456204.47794,0.00019,4.3011886,0.0000010,2019A+A...622A..81M
HAT-P-45,TEP,18,17,29.40,-03,22,51.7,12.79,10.20,0.1436,1.5,2456502.84809,0.00033,3.1289923,0.0000014,2019A+A...622A..81M
HAT-P-46,TEP,18,01,46.56,-02,58,15.4,11.94,9.93,0.1291,1.0,2455969.12547,0.00044,4.4631365,0.0000050,2019A+A...622A..81M
HAT-P-47,TEP,02,33,13.97,+30,21,37.8,10.69,9.40,0.1287,0.8,2458387.36996,0.00024,4.73217441,0.00000055,arXiv:2605.29445
HAT-P-48,TEP,02,57,53.03,+30,37,32.5,12.16,10.26,0.1411,1.0,2455839.21023,0.00029,4.408650,0.000008,arXiv:1606.04556
HAT-P-49,TEP,20,21,45.93,+26,41,33.7,10.21,9.35,0.1712,0.8,2459422.24182,0.00020,2.6915575,0.0000015,2024ApJS..274...13S
HAT-P-50,TEP,07,52,15.20,+12,08,21.9,11.76,10.50,0.1531,0.6,2456285.91105,0.00060,3.1220045,0.0000007,2023AcA....73..159M
HAT-P-51,TEP,01,24,15.66,+32,48,38.8,13.44,11.61,0.1403,2.0,2458349.53123,0.00014,4.21802091,0.00000066,2024MNRAS.528.1930K
HAT-P-52,TEP,02,50,53.20,+29,01,20.6,14.07,11.62,0.1003,1.8,2456645.13981,0.00032,2.7535965,0.0000011,2019A+A...622A..81M
HAT-P-53,TEP,01,27,29.05,+38,58,05.3,13.73,12.10,0.1164,1.5,2458771.88605,0.00028,1.96162529,0.00000035,2024MNRAS.530.2475Y
HAT-P-54,TEP,06,39,35.53,+25,28,57.1,13.51,10.33,0.07488,2.7,2460216.95257,0.00022,3.79985363,0.00000037,2024JAVSO..52..137H
HAT-P-55,TEP,17,37,05.52,+25,43,52.3,13.21,11.63,0.1223,1.8,2458311.92255,0.00013,3.58523130,0.00000051,2024MNRAS.528.1930K
HAT-P-56,TEP,06,43,23.53,+27,15,08.2,10.91,9.83,0.09463,1.0,2458822.55829,0.00020,2.7908264,0.0000012,2022MNRAS.509.5102S
HAT-P-57,TEP,18,18,58.32,+10,35,50.3,10.47,9.43,0.14578,1.0,2455113.48127,0.00048,2.4652950,0.0000032,2015AJ....150..197H
HAT-P-58,TEP,04,35,23.18,+56,52,05.6,12.97,10.98,0.1729,0.8,2457369.03094,0.00056,4.0138379,0.0000024,2021AJ....162....7B
HAT-P-59,TEP,19,29,50.07,+62,31,45.2,11.88,10.21,0.0975,1.1,2458618.54088,0.00021,4.1419771,0.0000012,2021AJ....162....7B
HAT-P-60,TEP,01,53,07.77,+52,03,14.0,9.71,8.37,0.2098,0.8,2458360.94029,0.00056,4.7947813,0.0000024,2021AJ....162....7B
HAT-P-61,TEP,05,01,55.26,+50,07,52.6,13.19,11.14,0.0691,1.0,2457851.21119,0.00047,1.90231289,0.00000077,2021AJ....162....7B
HAT-P-62,TEP,04,58,01.03,+48,18,03.8,12.22,10.70,0.1293,0.9,2457118.38979,0.00044,2.6453235,0.0000039,2021AJ....162....7B
HAT-P-63,TEP,17,58,17.31,+05,45,40.9,13.75,11.51,0.1222,1.4,2456382.94256,0.00053,3.377728,0.000013,2021AJ....162....7B
HAT-P-64,TEP,04,35,53.85,+02,25,52.6,12.77,11.12,0.2052,1.0,2457751.46354,0.00063,4.0072320,0.0000017,2021AJ....162....7B
HAT-P-65,TEP,21,03,37.44,+11,59,21.9,13.15,11.53,0.1819,1.3,2458139.35067,0.00021,2.60544751,0.00000050,2024MNRAS.528.1930K
HAT-P-66,TEP,10,02,17.52,+53,57,03.1,12.99,11.68,0.1958,1.0,2457258.79907,0.00072,2.9720860,0.0000057,2016AJ....152..182H
HAT-P-67,TEP,17,06,26.56,+44,46,37.1,10.11,8.90,0.2912,0.8,2459010.99174,0.00017,4.81010690,0.00000069,2025AJ....169..336W
HAT-P-68,TEP,07,53,55.98,+23,56,17.6,13.94,11.02,0.08695,3.6,2456614.20355,0.00014,2.29840551,0.00000052,2021AJ....161...64L
HAT-P-69,TEP,08,42,01.35,+03,42,38.0,9.77,9.28,0.2136,0.8,2458495.78861,0.00073,4.7869491,0.0000020,2019AJ....158..141Z
HAT-P-70,TEP,04,58,12.56,+09,59,52.7,9.47,8.96,0.1450,1.0,2458439.57519,0.00041,2.74432452,0.00000073,2019AJ....158..141Z
HATS-01,TEP,11,42,06.08,-23,21,17.4,12.05,10.58,0.1007,1.7,2455241.28722,0.00071,3.446459,0.000004,2013AJ....145....5P
HATS-02,TEP,11,46,57.38,-22,33,46.8,13.56,11.39,0.0861,2.2,2458591.084931,0.000096,1.35413379,0.00000008,2024A+A...685A.131B
HATS-03,TEP,20,49,49.80,-24,25,43.7,12.44,10.69,0.1494,1.1,2456155.96734,0.00014,3.547851,0.000005,2013AJ....146..113B
HATS-04,TEP,06,16,26.90,-22,32,48.8,13.46,11.61,0.1053,2.0,2455808.34095,0.00036,2.516729,0.000002,2014AJ....148...29J
HATS-05,TEP,04,28,53.47,-21,28,54.9,12.63,10.70,0.1244,1.5,2459198.51299,0.000226,4.76339146,0.00000045,2022AJ....164..153A
HATS-06,TEP,05,52,35.22,-19,01,54.0,15.16,11.22,0.08504,4.2,2456643.740580,0.000084,3.3252725,0.0000021,2015AJ....149..166H
HATS-07,TEP,13,55,25.68,-21,12,27.7,13.34,10.98,0.0958,0.5,2456528.29697,0.00058,3.1853150,0.0000054,2015ApJ...813..111B
HATS-08,TEP,19,39,46.08,-25,44,53.9,14.03,12.66,0.1263,0.8,2456672.1102,0.0012,3.583893,0.000010,2015AJ....150...49B
HATS-09,TEP,19,23,14.28,-20,09,58.7,13.28,11.48,0.14618,0.7,2457302.17449,0.00005,1.91531219,0.00000004,arXiv:2604.05305
HATS-10,TEP,19,37,13.80,-22,12,16.1,13.11,11.51,0.1253,1.2,2456457.88193,0.00022,3.3128460,0.0000058,2015AJ....150...33B
HATS-11,TEP,19,17,36.24,-22,23,23.7,14.02,12.24,0.18202,1.5,2457378.419100,0.000069,3.6191634,0.0000031,2018AJ....155..119B
HATS-12,TEP,19,16,48.72,-19,21,21.2,12.76,11.39,0.18849,0.5,2457364.66541,0.00012,3.1428347,0.000011,2018AJ....155..119B
HATS-13,TEP,21,07,50.75,-26,05,48.0,13.89,11.98,0.10978,2.5,2456340.31705,0.00026,3.0440499,0.0000027,2015A+A...580A..63M
HATS-14,TEP,20,52,51.71,-25,41,14.4,13.79,12.04,0.11009,2.0,2456408.76462,0.00021,2.7667641,0.0000027,2015A+A...580A..63M
HATS-15,TEP,20,44,22.20,-19,26,15.0,14.77,12.72,0.1175,1.9,2456387.21161,0.00015,1.74748753,0.00000094,2016PASP..128g4401C
HATS-16,TEP,23,54,14.04,-30,00,46.8,13.83,12.28,0.1514,1.3,2456824.79069,0.00076,2.686502,0.000011,2016PASP..128g4401C
HATS-17,TEP,12,48,45.72,-47,36,49.3,12.39,10.70,0.2011,0.5,2457139.1672,0.0014,16.254611,0.000073,2016AJ....151...89B
HATS-18,TEP,11,35,49.92,-29,09,21.6,14.07,12.29,0.07866,2.3,2458626.511345,0.000037,0.83784382,0.00000004,arXiv:2602.01446
HATS-19,TEP,09,49,37.63,-33,13,06.6,13.03,11.51,0.1666,1.3,2456660.03375,0.00059,4.569673,0.000010,arXiv:1607.00322
HATS-20,TEP,13,12,32.04,-45,35,26.0,13.77,11.86,0.1022,1.0,2457121.16516,0.00055,3.7992969,0.0000079,arXiv:1607.00322
HATS-21,TEP,18,40,44.40,-58,27,33.3,12.19,10.53,0.0824,1.2,2458655.3940,0.0005,3.5544053,0.0000012,arXiv:2604.05305
HATS-22,TEP,11,36,02.16,-29,32,35.9,13.46,10.94,0.0913,2.5,2457078.58030,0.00022,4.7228124,0.0000052,2017MNRAS.468..835B
HATS-23,TEP,19,05,27.96,-50,04,02.5,13.90,12.26,0.0752,1.6,2458654.3463,0.0011,2.1605120,0.0000013,arXiv:2604.05305
HATS-24,TEP,17,55,33.60,-61,44,50.3,12.83,11.38,0.1008,2.2,2458653.97351,0.00028,1.34849651,0.00000027,arXiv:2604.05305
HATS-25,TEP,13,51,37.80,-23,46,52.2,13.10,11.42,0.1335,1.7,2456870.36872,0.00051,4.2986432,0.0000045,2016AJ....152..108E
HATS-26,TEP,09,39,42.44,-28,35,08.1,12.96,11.44,0.2173,1.2,2456867.4232,0.0012,3.3023881,0.0000076,2016AJ....152..108E
HATS-27,TEP,12,54,12.60,-46,35,15.8,12.77,11.55,0.2013,1.0,2457029.3374,0.0011,4.637038,0.000014,2016AJ....152..108E
HATS-28,TEP,18,57,36.00,-49,08,18.5,13.93,12.09,0.0981,2.1,2457034.28300,0.00046,3.1810781,0.0000039,2016AJ....152..108E
HATS-29,TEP,19,00,23.04,-54,53,35.5,12.61,10.88,0.1338,1.8,2457031.95618,0.00038,4.6058749,0.0000063,2016AJ....152..108E
HATS-30,TEP,00,22,28.49,-59,56,33.2,12.19,10.79,0.1146,1.6,2456629.76156,0.00036,3.1743516,0.0000026,2016AJ....152..108E
HATS-31,TEP,12,46,48.72,-24,25,38.5,13.11,11.57,0.1914,1.0,2456960.1476,0.0011,3.377960,0.000012,2016AJ....152..161D
HATS-32,TEP,23,04,18.12,-21,16,19.0,14.38,12.70,0.1189,1.9,2456454.6252,0.0011,2.8126548,0.0000055,2016AJ....152..161D
HATS-33,TEP,19,38,31.92,-55,19,48.4,11.91,10.29,0.1115,2.2,2456497.23181,0.00050,2.5495551,0.0000061,2016AJ....152..161D
HATS-34,TEP,00,03,05.88,-62,28,09.6,13.85,12.10,0.0648,1.6,2457346.74007,0.00046,2.1061619,0.0000013,2021MNRAS.501.5393L
HATS-35,TEP,19,46,45.12,-63,33,56.2,12.56,11.12,0.1299,1.3,2456981.80199,0.00041,1.8209993,0.0000016,2016AJ....152..161D
HATS-36,TEP,19,25,54.84,-23,12,10.0,14.39,12.81,0.14301,1.4,2457360.390330,0.000085,4.1752387,0.0000022,2018AJ....155..119B
HATS-37,TEP,13,19,12.46,-22,59,12.7,12.27,9.95,0.1214,0.8,2458006.80145,0.00050,4.3315366,0.0000041,2020AJ....160..222J
HATS-38,TEP,10,17,05.08,-25,16,34.6,12.41,10.77,0.1340,0.5,2457786.4105,0.0005,4.37504,0.00002,2024AJ....168..185E
HATS-39,TEP,07,29,40.63,-29,56,16.4,12.75,11.52,0.1555,1.4,2457315.28338,0.00055,4.5776348,0.0000073,2018MNRAS.477.3406B
HATS-40,TEP,06,42,17.10,-29,46,36.5,13.38,12.15,0.2221,0.8,2456962.6760,0.0010,3.2642736,0.0000058,2018MNRAS.477.3406B
HATS-41,TEP,06,54,04.18,-27,03,01.4,12.68,11.50,0.0915,0.5,2456795.7240,0.0014,4.193649,0.000013,2018MNRAS.477.3406B
HATS-42,TEP,07,13,48.58,-33,26,14.4,13.62,12.25,0.1361,1.2,2456768.60734,0.00069,2.2921020,0.0000021,2018MNRAS.477.3406B
HATS-43,TEP,05,22,09.16,-30,58,15.0,13.59,11.56,0.12452,2.8,2457636.08946,0.00025,4.3888497,0.0000059,2018AJ....155..112B
HATS-44,TEP,05,37,18.41,-27,58,21.4,14.43,12.17,0.0688,1.6,2456931.11384,0.00061,2.7439004,0.0000032,2018AJ....155..112B
HATS-45,TEP,06,47,58.63,-21,54,38.5,13.31,12.14,0.1269,1.2,2456731.19533,0.00073,4.1876244,0.0000056,2018AJ....155..112B
HATS-46,TEP,00,26,48.58,-56,18,58.0,13.63,11.97,0.1014,1.4,2457149.05166,0.00056,4.7423749,0.0000043,2021MNRAS.501.5393L
HATS-47,TEP,19,09,56.25,-49,39,53.9,14.83,11.93,0.08343,3.0,2457365.35804,0.00029,3.9228038,0.0000022,2020AJ....159..173H
HATS-48,TEP,19,14,41.27,-59,34,45.8,14.35,11.43,0.09774,1.3,2457100.55022,0.00045,3.1316666,0.0000037,2020AJ....159..173H
HATS-49,TEP,00,26,27.18,-56,20,39.5,15.00,11.94,0.09775,1.3,2457105.16480,0.00054,4.1480467,0.0000037,2020AJ....159..173H
HATS-50,TEP,20,01,42.60,-26,04,39.3,14.03,12.29,0.1283,1.3,2456870.34792,0.00068,3.8297015,0.0000046,2018AJ....155...79H
HATS-51,TEP,06,51,23.40,-29,03,31.0,12.47,10.87,0.1384,1.3,2457042.00405,0.00058,3.3488702,0.0000039,2018AJ....155...79H
HATS-52,TEP,09,20,21.05,-31,16,09.6,13.67,12.11,0.0871,2.0,2456929.03039,0.00033,1.36665436,0.00000094,2018AJ....155...79H
HATS-53,TEP,11,46,30.72,-33,51,36.2,14.14,12.05,0.1461,2.0,2457236.75653,0.00049,3.8537768,0.0000038,2018AJ....155...79H
HATS-54,TEP,13,22,32.37,-44,41,19.7,13.91,12.17,0.1028,0.9,2457780.01023,0.00061,2.5441765,0.0000024,2023MNRAS.518.4845J
HATS-55,TEP,07,37,08.02,-32,45,19.5,13.47,12.02,0.1160,1.4,2457413.13042,0.00051,4.2042001,0.0000033,2019AJ....158...63E
HATS-56,TEP,12,00,39.63,-45,47,58.0,11.58,10.25,0.1934,0.7,2457788.0029,0.0012,4.324799,0.000027,2019AJ....158...63E
HATS-57,TEP,04,03,47.60,-19,03,24.3,12.34,10.71,0.1037,1.9,2457778.49589,0.00025,2.3506210,0.0000013,2019AJ....158...63E
HATS-58,TEP,12,27,08.97,-48,58,42.2,11.55,10.29,0.1325,0.7,2457463.2999,0.0017,4.2180896,0.0000089,2019AJ....158...63E
HATS-59,TEP,11,21,18.00,-22,23,17.4,13.95,12.24,0.1497,1.5,2456620.66527,0.00052,5.416081,0.000016,2018AJ....156..216S
HATS-60,TEP,22,45,27.36,-14,59,30.3,12.64,10.99,0.1613,0.9,2457987.23688,0.00089,3.560827,0.000026,2019AJ....157...55H
HATS-61,TEP,04,06,37.87,-25,20,59.0,13.23,11.48,0.2307,0.6,2457673.0611,0.0013,7.817954,0.000021,2019AJ....157...55H
HATS-62,TEP,20,49,47.83,-24,18,12.5,14.02,12.11,0.1144,1.8,2455772.00565,0.00036,3.2768838,0.0000023,2019AJ....157...55H
HATS-63,TEP,04,29,40.45,-28,11,50.2,13.89,12.22,0.1019,1.5,2457659.93755,0.00086,3.0566528,0.0000047,2019AJ....157...55H
HATS-64,TEP,09,37,09.03,-29,48,01.6,12.92,11.71,0.2416,0.8,2457769.82282,0.00083,4.908896,0.000013,2019AJ....157...55H
HATS-65,TEP,19,31,45.55,-26,44,24.7,12.50,11.10,0.1193,1.7,2457418.49101,0.00038,3.1051602,0.0000014,2019AJ....157...55H
HATS-66,TEP,06,45,34.76,-33,52,54.1,14.10,12.76,0.1885,0.7,2457533.9404,0.0036,3.141439,0.000011,2019AJ....157...55H
HATS-67,TEP,12,00,50.12,-46,08,11.1,13.65,12.33,0.0807,1.5,2457787.22633,0.00047,1.6091789,0.0000042,2019AJ....157...55H
HATS-68,TEP,01,00,01.41,-58,54,17.1,12.28,10.95,0.1420,0.6,2457650.68635,0.00087,3.5862234,0.0000048,2019AJ....157...55H
HATS-69,TEP,19,17,11.36,-60,53,30.1,13.95,11.88,0.0982,1.8,2457755.39390,0.00052,2.2252577,0.0000019,2019AJ....157...55H
HATS-70,TEP,07,16,25.08,-31,14,39.9,12.57,12.04,0.1510,0.7,2456911.87486,0.00084,1.8882378,0.0000015,2019AJ....157...31Z
HATS-71,TEP,01,02,12.28,-61,45,21.7,16.33,11.73,0.08622,4.7,2457699.38939,0.00020,3.7955213,0.0000011,2020AJ....159..267B
HATS-72,TEP,22,36,06.32,-16,59,59.8,12.47,9.76,0.12853,1.1,2458087.64782,0.00008,7.3279474,0.0000016,2020AJ....159..173H
HATS-74,TEP,11,24,03.59,-19,33,25.7,17.26,12.45,0.06889,3.4,2458392.02654,0.00024,1.73185606,0.00000055,2022AJ....163..125J
HATS-75,TEP,04,03,47.84,-25,24,32.1,15.76,11.58,0.07969,2.4,2458611.05487,0.00027,2.7886556,0.0000011,2022AJ....163..125J
HATS-76,TEP,04,41,21.55,-32,19,13.5,16.68,12.81,0.0774,3.1,2458424.55556,0.00053,1.9416423,0.0000014,2022AJ....163..125J
HATS-77,TEP,09,59,17.66,-27,23,34.1,16.35,12.93,0.09282,3.5,2459136.69378,0.00020,3.0876262,0.0000016,2022AJ....163..125J
HD_001397,TEP,00,17,47.14,-66,21,32.3,7.87,5.99,0.3585,0.25,2458332.08230,0.00050,11.53604,0.00036,2019A+A...623A.100N
HD_002685,TEP,00,29,18.95,-76,18,14.6,9.59,8.60,0.18,1.0,2458325.78366,0.00015,4.1269052,0.0000011,2022AcA....72....1M
HD_003167b,TEP,00,34,57.52,+04,22,53.3,8.94,7.07,0.06705,0.03,2457394.37378,0.00042,0.95965451,0.00000022,arXiv:2604.11911
HD_003167c,TEP,00,34,57.52,+04,22,53.3,8.94,7.07,0.2029,0.10,2457394.97718,0.00056,29.846511,0.000015,arXiv:2604.11911
HD_006061,TEP,01,02,23.57,+37,11,07.7,8.84,7.39,0.13,0.05,2459321.505,0.001,5.24467,0.00009,2023AJ....166..153A
HD_015337b,TEP,02,27,28.38,-27,38,06.7,9.18,7.04,0.1049,0.03,2458411.4623,0.0010,4.7559804,0.0000050,2024A+A...686A.282R
HD_015337c,TEP,02,27,28.38,-27,38,06.7,9.18,7.04,0.0928,0.08,2458414.5516,0.0015,17.180546,0.000024,2024A+A...686A.282R
HD_015906b,TEP,02,33,05.09,-10,21,07.9,9.76,7.46,0.07,0.07,2458416.3453,0.0031,10.924709,0.000032,2023MNRAS.523.3090T
HD_015906c,TEP,02,33,05.09,-10,21,07.9,9.76,7.46,0.09,0.12,2458430.8296,0.0026,21.583298,0.000054,2023MNRAS.523.3090T
HD_017156,TEP,02,49,44.49,+71,45,11.6,8.17,6.76,0.13127,0.6,2458809.07307,0.00021,21.2164294,0.0000061,2023AJ....165..252K
HD_020329,TEP,03,16,42.63,+15,39,26.0,8.74,7.12,0.0526,0.02,2459472.14321,0.00079,0.926118,0.00047,2022A+A...668A.158M
HD_021520,TEP,03,25,33.68,-43,36,49.2,9.22,7.71,0.1913,0.05,2459160.0157,0.0015,25.1292,0.0008,2024MNRAS.534.3744N
HD_021749b,TEP,03,27,00.05,-63,30,00.6,8.14,5.38,0.1380,0.14,2458350.3122,0.0007,35.6133,0.0005,2021MNRAS.501.6042G
HD_021749c,TEP,03,27,00.05,-63,30,00.6,8.14,5.38,0.1380,0.04,2458332.2783,0.0034,7.7902,0.0005,2021MNRAS.501.6042G
HD_022946b,TEP,03,39,16.76,-42,45,45.2,8.27,6.98,0.1281,0.02,2458385.7321,0.0027,4.040205,0.000015,2023A+A...674A..44G
HD_022946c,TEP,03,39,16.76,-42,45,45.2,8.27,6.98,0.1535,0.04,2459161.60861,0.00071,9.573083,0.000014,2023A+A...674A..44G
HD_022946d,TEP,03,39,16.76,-42,45,45.2,8.27,6.98,0.2701,0.05,2459136.53720,0.00085,47.42489,0.000011,2023A+A...674A..44G
HD_023472b,TEP,03,41,50.40,-62,46,01.5,9.72,7.35,0.111,0.07,2458360.6641,0.0012,17.667087,0.000042,2022A+A...665A.154B
HD_023472c,TEP,03,41,50.40,-62,46,01.5,9.72,7.35,0.123,0.06,2458370.1037,0.0019,29.79749,0.00014,2022A+A...665A.154B
HD_023472d,TEP,03,41,50.40,-62,46,01.5,9.72,7.35,0.083,0.01,2458357.8398,0.0061,3.97664,0.00003,2022A+A...665A.154B
HD_023472e,TEP,03,41,50.40,-62,46,01.5,9.72,7.35,0.103,0.01,2458354.5659,0.0066,7.90754,0.00011,2022A+A...665A.154B
HD_023472f,TEP,03,41,50.40,-62,46,01.5,9.72,7.35,0.118,0.02,2458360.0754,0.0063,12.16218,0.00011,2022A+A...665A.154B
HD_025295,TEP,04,02,24.22,+31,19,50.4,8.39,6.88,0.14364,0.04,2460591.50097,0.00070,3.9812999,0.0000048,2026A+A...709A.270D
HD_025463b,TEP,04,02,59.51,+09,12,30.5,6.91,5.71,0.13,0.03,2458978.3531,0.0006,7.049144,0.000009,2023AJ....166..153A
HD_025463c,TEP,04,02,59.51,+09,12,30.5,6.91,5.71,0.054,0.01,2458980.314,0.001,3.044050,0.000008,2023AJ....166..153A
HD_028109b,TEP,04,20,57.13,-68,06,09.5,9.38,8.81,0.112,0.02,2458344.8160,0.0038,22.891054,0.000088,2025A+A...704A..41B
HD_028109c,TEP,04,20,57.13,-68,06,09.5,9.38,8.81,0.3732,0.08,2458337.2807,0.0052,55.99712,0.00036,2025A+A...704A..41B
HD_028109d,TEP,04,20,57.13,-68,06,09.5,9.38,8.81,0.430,0.05,2458355.5685,0.0081,84.2899,0.0027,2025A+A...704A..41B
HD_031221,TEP,04,54,49.39,+22,08,47.4,8.02,7.41,0.17,0.8,2459476.5373,0.0014,4.66632,0.00010,2023A+A...673L..14K
HD_035843c,TEP,05,25,23.80,-44,25,50.9,9.36,7.78,0.242,0.07,2459221.7562,0.0018,46.9622,0.0002,2025AJ....170..108H
HD_039688,TEP,05,53,30.88,-16,15,54.0,7.37,6.01,0.17,0.05,2458469.5643,0.0007,6.865903,0.000005,arXiv:2603.23713
HD_042813b,TEP,06,12,13.97,-14,39,00.1,9.67,7.59,0.1803,0.1,2458474.56927,0.00084,13.6308205,0.0000090,2024A+A...688A.223E
HD_042813c,TEP,06,12,13.97,-14,39,00.1,9.67,7.59,0.1012,0.02,2458471.3600,0.0033,3.5379559,0.0000082,2024A+A...688A.223E
HD_042813d,TEP,06,12,13.97,-14,39,00.1,9.67,7.59,0.1283,0.02,2458472.9865,0.0051,6.429575,0.000026,2024A+A...688A.223E
HD_056414,TEP,07,11,22.48,-68,50,00.3,9.22,8.82,0.32,0.05,2458348.324,0.005,29.04992,0.00021,2022ApJ...935L..10G
HD_060779,TEP,07,36,01.43,-03,09,06.4,7.18,5.72,0.117,0.05,2459252.9531,0.0014,29.986175,0.000032,arXiv:2508.16805
HD_063433b,TEP,07,49,55.06,+27,21,47.5,6.91,5.36,0.122,0.05,2458916.45262,0.00063,7.1079379,0.0000054,2024AJ....167...54C
HD_063433c,TEP,07,49,55.06,+27,21,47.5,6.91,5.36,0.171,0.07,2458844.05971,0.00059,20.543791,0.000018,2024AJ....167...54C
HD_063433d,TEP,07,49,55.06,+27,21,47.5,6.91,5.36,0.1077,0.01,2459373.82345,0.00098,4.209075,0.000018,2024AJ....167...54C
HD_063935b,TEP,07,51,42.00,+09,23,09.8,8.58,6.88,0.140,0.09,2458494.4462,0.0010,9.058811,0.000017,2021AJ....162..215S
HD_063935c,TEP,07,51,42.00,+09,23,09.8,8.58,6.88,0.202,0.08,2459231.8280,0.0014,21.402,0.0019,2021AJ....162..215S
HD_073344,TEP,08,38,45.52,+23,41,09.3,6.89,5.57,0.13,0.04,2458095.9004,0.0011,15.61100,0.00017,2024A+A...688A..14S
HD_073583b,TEP,08,38,45.26,-13,15,24.1,9.67,6.95,0.0895,0.2,2458517.69013,0.00058,6.3980420,0.0000064,2022MNRAS.514.1606B
HD_073583c,TEP,08,38,45.26,-13,15,24.1,9.67,6.95,0.1527,0.2,2459232.1682,0.0022,18.87974,0.00080,2022MNRAS.514.1606B
HD_077946,TEP,09,07,06.63,+46,40,20.7,9.00,7.62,0.148,0.04,2459587.4740,0.0011,6.527282,0.000018,2024MNRAS.529.3323P
HD_080606,TEP,09,22,37.57,+50,36,13.4,9.06,7.32,0.4990,1.6,2458888.0747,0.0020,111.436765,0.000074,2022AJ....164..178P
HD_080653,TEP,09,21,21.42,+14,22,04.5,9.45,8.02,0.0749,0.02,2458134.4244,0.0007,0.719573,0.000021,2020A+A...633A.133F
HD_083342,TEP,09,38,13.34,+23,32,48.9,7.86,6.66,0.18,0.5,2458894.25409,0.00051,45.522129,0.000024,2025MNRAS.539..928S
HD_085426,TEP,09,52,38.47,+35,06,42.2,8.25,6.68,0.225,0.07,2459674.4130,0.0006,16.70988,0.00003,2026MNRAS.545f1934L
HD_086226c,TEP,09,56,29.84,-24,05,57.8,8.00,6.46,0.130,0.04,2458543.2539,0.0007,3.98442,0.00018,2020AJ....160...96T
HD_088986,TEP,10,16,28.08,+28,40,56.9,6.47,4.88,0.73,0.03,2458891.690,0.003,147.4,0.1,2024A+A...681A..55H
HD_093963b,TEP,10,51,06.51,+25,38,28.2,9.18,7.78,0.0755,0.014,2458901.2774,0.0016,1.0391353,0.0000047,2022A+A...667A...1S
HD_093963c,TEP,10,51,06.51,+25,38,28.2,9.18,7.78,0.0945,0.081,2458902.87377,0.00060,3.6451392,0.0000027,2025AJ....170...51T
HD_095338,TEP,10,59,26.30,-56,37,22.9,8.60,6.59,0.5,0.3,2459301.35590,0.00033,55.082697,0.000020,2025A+A...701A.240K
HD_097658,TEP,11,14,33.16,+25,42,37.4,7.71,5.73,0.1187,0.077,2456361.80580,0.00024,9.4893077,0.0000015,2023A+A...669A.124H
HD_101581b,TEP,11,41,01.48,-44,24,14.8,7.77,5.10,0.074,0.02,2460014.8496,0.0026,4.46569,0.00031,2025AJ....169...47K
HD_101581c,TEP,11,41,01.48,-44,24,14.8,7.77,5.10,0.073,0.02,2460017.1140,0.0023,6.20401,0.00049,2025AJ....169...47K
HD_104067d,TEP,11,59,10.01,-20,21,13.6,7.92,5.75,0.0695,0.01,2458571.52211,0.00081,2.1538197,0.0000041,2024AJ....167..239K
HD_106315b,TEP,12,13,53.39,-00,23,36.5,8.95,7.85,0.160,0.030,2458427.132,0.001,9.55211,0.00002,2022MNRAS.514...77M
HD_106315c,TEP,12,13,53.39,-00,23,36.5,8.95,7.85,0.1970,0.094,2457569.01767,0.00097,21.05652,0.00012,2021AJ....161...47K
HD_108236b,TEP,12,26,17.89,-51,21,46.2,9.24,7.64,0.0958,0.03,2458572.11017,0.00065,3.7958785,0.0000073,2022A+A...668A.117H
HD_108236c,TEP,12,26,17.89,-51,21,46.2,9.24,7.64,0.1214,0.05,2458572.39445,0.00066,6.2036717,0.0000096,2022A+A...668A.117H
HD_108236d,TEP,12,26,17.89,-51,21,46.2,9.24,7.64,0.1556,0.09,2458571.33678,0.00060,14.175818,0.000024,2022A+A...668A.117H
HD_108236e,TEP,12,26,17.89,-51,21,46.2,9.24,7.64,0.1672,0.12,2458586.56741,0.00055,19.5901277,0.000030,2022A+A...668A.117H
HD_108236f,TEP,12,26,17.89,-51,21,46.2,9.24,7.64,0.1583,0.03,2458616.0403,0.0014,29.53935,0.00013,2022A+A...668A.117H
HD_109833b,TEP,12,39,06.40,-74,34,26.4,9.31,7.82,0.12,0.05,2458604.57374,0.00094,9.188526,0.000025,2023AJ....165...85W
HD_109833c,TEP,12,39,06.40,-74,34,26.4,9.31,7.82,0.10,0.05,2458607.7567,0.0013,13.900148,0.000057,2023AJ....165...85W
HD_110067b,TEP,12,39,21.50,+20,01,40.0,8.42,6.49,0.1290,0.07,2459640.15797,0.00036,9.113678,0.000010,2023Natur.623..932L
HD_110067c,TEP,12,39,21.50,+20,01,40.0,8.42,6.49,0.1544,0.08,2459657.45704,0.0007,13.673694,0.000024,2023Natur.623..932L
HD_110067d,TEP,12,39,21.50,+20,01,40.0,8.42,6.49,0.1591,0.11,2459708.20282,0.0008,20.519617,0.000040,2023Natur.623..932L
HD_110067e,TEP,12,39,21.50,+20,01,40.0,8.42,6.49,0.2027,0.05,2459646.0919,0.0011,30.793091,0.000012,2023Natur.623..932L
