Planet,Teff,Teff_err_up,Teff_err_dn,[Fe/H],[Fe/H]_err_up,[Fe/H]_err_dn,M*,M*_err_up,M*_err_dn,R*,R*_err_up,R*_err_dn,logg*,logg*_err_up,logg*_err_dn,rho*,rho*_err_up,rho*_err_dn,e,e_err_up,e_err_dn,a (AU),a_err_up,a_err_dn,Mp,Mp_err_up,Mp_err_dn,Rp,Rp_err_up,Rp_err_dn,gp,gp_err_up,gp_err_dn,rhop,rhop_err_up,rhop_err_dn,Teq,Teq_err_up,Teq_err_dn,Discovery_Reference,Recent_Reference,Type,RA:HH,RA:MM,RA:SS,Dec:DD,Dec:MM,Dec:SS,Vmag,Kmag,T14,Depth,T0 (HJD or BJD),T0_err,P (day),P_err,Ephemeris_Reference,Impact Parameter
Kepler-133c,5736,100.0,100.0,0.25,0.1,0.1,1.146,,,1.425,0.236,0.236,4.186,0.15,0.15,0.559,0.31,0.31,,,,,,,,,,0.253,0.043,0.043,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,49,6.72,48,19,13.2,13.0,11.32,0.3235,0.04,2455018.15322,0.00266,31.517586,0.000158,2014ApJ...784...45R,0.68
Kepler-134b,5983,150.0,150.0,-0.19,0.1,0.1,1.017,,,1.176,0.228,0.228,4.31,0.15,0.15,0.882,0.427,0.427,,,,,,,,,,0.178,0.035,0.035,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,18,58,57.37,49,35,54.2,12.44,10.95,0.1209,0.03,2455004.87608,0.00077,5.317429,8e-06,2014ApJ...784...45R,0.12
Kepler-134c,5983,150.0,150.0,-0.19,0.1,0.1,1.017,,,1.176,0.228,0.228,4.31,0.15,0.15,0.882,0.427,0.427,,,,,,,,,,0.112,0.022,0.022,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,18,58,57.37,49,35,54.2,12.44,10.95,0.0858,0.01,2454968.50716,0.00296,10.105785,5.3e-05,2014ApJ...784...45R,0.14
Kepler-135b,6090,120.0,120.0,-0.14,0.1,0.1,1.091,,,1.275,0.244,0.244,4.271,0.15,0.15,0.743,0.374,0.374,,,,,,,,,,0.161,0.031,0.031,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,21,58.83,38,47,43.7,12.82,11.45,0.1647,0.02,2455004.71611,0.00144,6.00253,1.6e-05,2014ApJ...784...45R,0.0
Kepler-135c,6090,120.0,120.0,-0.14,0.1,0.1,1.091,,,1.275,0.244,0.244,4.271,0.15,0.15,0.743,0.374,0.374,,,,,,,,,,0.103,0.021,0.021,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,21,58.83,38,47,43.7,12.82,11.45,0.2103,0.01,2454974.38697,0.00693,11.448708,0.000145,2014ApJ...784...45R,0.57
Kepler-136b,6165,100.0,100.0,-0.07,0.1,0.1,1.162,,,1.355,0.248,0.248,4.244,0.15,0.15,0.659,0.329,0.329,,,,,,,,,,0.183,0.034,0.034,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,45,52.16,42,35,55.6,12.44,10.51,0.119,0.02,2455008.58649,0.00139,11.5789,3e-05,2014ApJ...784...45R,0.39
Kepler-136c,6165,100.0,100.0,-0.07,0.1,0.1,1.162,,,1.355,0.248,0.248,4.244,0.15,0.15,0.659,0.329,0.329,,,,,,,,,,0.178,0.033,0.033,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,45,52.16,42,35,55.6,12.44,10.51,0.1459,0.02,2454964.96851,0.0018,16.399235,5.1e-05,2014ApJ...784...45R,0.1
Kepler-137b,5187,100.0,100.0,-0.05,0.1,0.1,0.84,,,0.802,0.056,0.056,4.553,0.15,0.15,2.297,0.391,0.391,,,,,,,,,,0.131,0.01,0.01,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,18,48,32.53,43,2,20.8,13.18,11.16,0.134,0.04,2455012.8864,0.00117,8.436387,1.8e-05,2014ApJ...784...45R,0.01
Kepler-137c,5187,100.0,100.0,-0.05,0.1,0.1,0.84,,,0.802,0.056,0.056,4.553,0.15,0.15,2.297,0.391,0.391,,,,,,,,,,0.168,0.012,0.012,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,18,48,32.53,43,2,20.8,13.18,11.16,0.1252,0.06,2455010.63394,0.00105,18.735753,3.5e-05,2014ApJ...784...45R,0.06
Kepler-139b,5594,100.0,100.0,0.3,0.1,0.1,1.082,,,1.3,0.251,0.251,4.247,0.15,0.15,0.695,0.397,0.397,,,,,,,,,,0.262,0.051,0.051,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,18,49,34.06,43,53,21.7,12.85,11.16,0.2112,0.05,2455017.90582,0.0013,15.771044,3.7e-05,2014ApJ...784...45R,0.06
Kepler-139c,5594,100.0,100.0,0.3,0.1,0.1,1.082,,,1.3,0.251,0.251,4.247,0.15,0.15,0.695,0.397,0.397,,,,,,,,,,0.302,0.062,0.062,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,18,49,34.06,43,53,21.7,12.85,11.16,0.3549,0.05,2455314.26266,0.0044,157.072878,0.00172,2014ApJ...784...45R,0.83
Kepler-140b,6077,136.0,136.0,-0.07,0.1,0.1,1.11,,,1.288,0.244,0.244,4.272,0.15,0.15,0.733,0.36,0.36,,,,,,,,,,0.144,0.028,0.028,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,9,28.67,46,46,5.6,13.08,11.7,0.1241,0.02,2455005.66151,0.00133,3.25427,8e-06,2014ApJ...784...45R,0.05
Kepler-140c,6077,136.0,136.0,-0.07,0.1,0.1,1.11,,,1.288,0.244,0.244,4.272,0.15,0.15,0.733,0.36,0.36,,,,,,,,,,0.161,0.031,0.031,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,9,28.67,46,46,5.6,13.08,11.7,0.33,0.02,2455022.60562,0.00874,91.353282,0.00137,2014ApJ...784...45R,0.13
Kepler-141b,4910,100.0,100.0,0.23,0.1,0.1,0.833,,,0.787,0.044,0.044,4.566,0.15,0.15,2.41,0.35,0.35,,,,,,,,,,0.062,0.004,0.004,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,51,53.01,47,43,54.1,13.7,11.39,0.0924,0.01,2454965.63058,0.00374,3.107675,2.2e-05,2014ApJ...784...45R,0.54
Kepler-141c,4910,100.0,100.0,0.23,0.1,0.1,0.833,,,0.787,0.044,0.044,4.566,0.15,0.15,2.41,0.35,0.35,,,,,,,,,,0.126,0.008,0.008,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,51,53.01,47,43,54.1,13.7,11.39,0.1244,0.03,2455007.57599,0.00142,7.010606,2e-05,2014ApJ...784...45R,0.31
Kepler-142b,5790,100.0,100.0,0.06,0.1,0.1,1.064,,,1.269,0.245,0.245,4.262,0.15,0.15,0.735,0.41,0.41,,,,,,,,,,0.178,0.035,0.035,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,40,28.54,48,28,52.6,13.35,11.76,0.1037,0.02,2455003.49468,0.00078,2.024152,3e-06,2014ApJ...784...45R,0.49
Kepler-142c,5790,100.0,100.0,0.06,0.1,0.1,1.064,,,1.269,0.245,0.245,4.262,0.15,0.15,0.735,0.41,0.41,,,,,,,,,,0.255,0.049,0.049,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,40,28.54,48,28,52.6,13.35,11.76,0.1376,0.05,2455003.33543,0.0006,4.761702,5e-06,2014ApJ...784...45R,0.37
Kepler-142d,5790,100.0,100.0,0.06,0.1,0.1,1.064,,,1.269,0.245,0.245,4.262,0.15,0.15,0.735,0.41,0.41,,,,,,,,,,0.193,0.042,0.042,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,40,28.54,48,28,52.6,13.35,11.76,0.362,0.02,2454981.69926,0.00831,41.809118,0.000562,2014ApJ...784...45R,0.94
Kepler-143b,5848,168.0,168.0,-0.05,0.1,0.1,1.066,,,1.359,0.32,0.32,4.202,0.17,0.17,0.599,0.412,0.412,,,,,,,,,,0.215,0.054,0.054,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,52,16.25,49,24,45.4,13.91,12.22,0.0472,0.03,2454975.63677,0.00321,16.007583,9.3e-05,2014ApJ...784...45R,0.79
Kepler-143c,5848,168.0,168.0,-0.05,0.1,0.1,1.066,,,1.359,0.32,0.32,4.202,0.17,0.17,0.599,0.412,0.412,,,,,,,,,,0.301,0.075,0.075,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,52,16.25,49,24,45.4,13.91,12.22,0.2126,0.04,2455024.80613,0.00333,27.082511,0.000169,2014ApJ...784...45R,0.89
Kepler-144b,6075,131.0,131.0,-0.16,0.1,0.1,1.067,,,1.235,0.237,0.237,4.289,0.15,0.15,0.799,0.386,0.386,,,,,,,,,,0.119,0.023,0.023,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,18,47,39.76,42,46,31.8,12.07,10.79,0.078,0.01,2455007.42565,0.00193,5.885273,2e-05,2014ApJ...784...45R,0.34
Kepler-144c,6075,131.0,131.0,-0.16,0.1,0.1,1.067,,,1.235,0.237,0.237,4.289,0.15,0.15,0.799,0.386,0.386,,,,,,,,,,0.12,0.023,0.023,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,18,47,39.76,42,46,31.8,12.07,10.79,0.0949,0.01,2454968.55344,0.00259,10.104665,4.3e-05,2014ApJ...784...45R,0.25
Kepler-145b,6144,106.0,106.0,0.13,0.1,0.1,1.32,0.1,0.1,1.85,0.05,0.05,4.024,0.055,0.055,0.295,0.007,0.007,0.0,0.15,0.0,0.167,0.005,0.005,,0.215,0.0,0.188,0.007,0.007,,,,,,,759.0,43.0,43.0,2014ApJS..210...25X,2014ApJ...783....4W,KTEP,19,25,33.06,44,31,44.8,12.03,10.62,0.183,0.01,2454984.53126,0.00345,22.950666,0.000144,2014ApJ...784...45R,
Kepler-145c,6144,106.0,106.0,0.13,0.1,0.1,1.32,0.1,0.1,1.85,0.05,0.05,4.024,0.055,0.055,0.295,0.007,0.007,0.31,0.04,0.31,0.254,0.007,0.007,,0.576,0.0,0.327,0.009,0.009,,,,,,,948.0,52.0,52.0,2014ApJS..210...25X,2014ApJ...783....4W,KTEP,19,25,33.06,44,31,44.8,12.03,10.62,0.4047,0.04,2455036.6489,0.00185,42.882324,0.000147,2014ApJ...784...45R,
Kepler-146b,5948,100.0,100.0,-0.02,0.1,0.1,1.071,,,1.208,0.226,0.226,4.312,0.15,0.15,0.857,0.399,0.399,,,,,,,,,,0.331,0.062,0.062,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,36,26.58,38,42,36.8,13.97,12.47,0.2162,0.09,2455006.90272,0.0015,31.158799,7.9e-05,2014ApJ...784...45R,0.21
Kepler-146c,5948,100.0,100.0,-0.02,0.1,0.1,1.071,,,1.208,0.226,0.226,4.312,0.15,0.15,0.857,0.399,0.399,,,,,,,,,,0.279,0.053,0.053,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,36,26.58,38,42,36.8,13.97,12.47,0.259,0.07,2455033.67082,0.00387,76.732171,0.000609,2014ApJ...784...45R,0.12
Kepler-147b,6012,100.0,100.0,0.08,0.1,0.1,1.193,,,1.468,0.289,0.289,4.182,0.15,0.15,0.532,0.299,0.299,,,,,,,,,,0.136,0.028,0.028,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,11,54.18,39,5,13.9,14.11,12.41,0.1853,0.01,2454971.19015,0.01042,12.610584,0.000228,2014ApJ...784...45R,0.51
Kepler-147c,6012,100.0,100.0,0.08,0.1,0.1,1.193,,,1.468,0.289,0.289,4.182,0.15,0.15,0.532,0.299,0.299,,,,,,,,,,0.217,0.044,0.044,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,11,54.18,39,5,13.9,14.11,12.41,0.3039,0.03,2455004.33383,0.0072,33.416423,0.000416,2014ApJ...784...45R,0.02
Kepler-148b,5272,200.0,200.0,0.14,0.5,0.5,0.926,,,0.851,0.413,0.413,4.546,0.3,0.3,2.12,0.874,0.874,,,,,,,,,,0.161,0.078,0.078,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,19,8.69,46,51,31.6,15.58,13.35,0.0732,0.05,2454966.81853,0.00133,1.729366,4e-06,2014ApJ...784...45R,0.05
Kepler-148c,5272,200.0,200.0,0.14,0.5,0.5,0.926,,,0.851,0.413,0.413,4.546,0.3,0.3,2.12,0.874,0.874,,,,,,,,,,0.321,0.157,0.157,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,19,8.69,46,51,31.6,15.58,13.35,0.1034,0.17,2455006.71928,0.00054,4.180043,4e-06,2014ApJ...784...45R,0.48
Kepler-148d,5172,52.0,66.0,0.07,0.17,0.18,0.86,0.04,0.04,0.81,0.05,0.04,4.56,0.03,0.06,,,,,,,,,,,,,0.779,0.062,0.037,,,,,,,413.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,19,8.69,46,51,31.6,15.58,13.36,0.199,0.96,2455003.08076,0.00044,51.8468898,2.93e-05,2016ApJ...822...86M,
Kepler-149b,5381,100.0,100.0,0.27,0.1,0.1,0.958,,,0.953,0.136,0.136,4.465,0.15,0.15,1.562,0.436,0.436,,,,,,,,,,0.376,0.054,0.054,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,3,24.88,38,23,2.8,14.22,12.18,0.2114,0.2,2455018.44022,0.00076,29.198943,4.1e-05,2014ApJ...784...45R,0.02
Kepler-149c,5381,100.0,100.0,0.27,0.1,0.1,0.958,,,0.953,0.136,0.136,4.465,0.15,0.15,1.562,0.436,0.436,,,,,,,,,,0.144,0.021,0.021,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,3,24.88,38,23,2.8,14.22,12.18,0.2895,0.03,2455019.32665,0.01752,55.328328,0.001946,2014ApJ...784...45R,0.5
Kepler-149d,5381,100.0,100.0,0.27,0.1,0.1,0.958,,,0.953,0.136,0.136,4.465,0.15,0.15,1.562,0.436,0.436,,,,,,,,,,0.353,0.061,0.061,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,3,24.88,38,23,2.8,14.22,12.18,0.2146,0.16,2455084.28348,0.00324,160.018032,0.001096,2014ApJ...784...45R,0.62
Kepler-151b,5460,200.0,200.0,-0.1,0.5,0.5,0.9,,,0.83,0.411,0.411,4.555,0.3,0.3,2.222,0.753,0.753,,,,,,,,,,0.273,0.136,0.136,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,28,39.07,41,1,23.7,14.96,12.86,0.1102,0.11,2455009.55979,0.0011,15.228958,3e-05,2014ApJ...784...45R,0.79
Kepler-151c,5460,200.0,200.0,-0.1,0.5,0.5,0.9,,,0.83,0.411,0.411,4.555,0.3,0.3,2.222,0.753,0.753,,,,,,,,,,0.186,0.093,0.093,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,28,39.07,41,1,23.7,14.96,12.86,0.1256,0.07,2454979.77073,0.0026,24.674612,0.000106,2014ApJ...784...45R,0.06
Kepler-152b,5088,100.0,100.0,-0.22,0.1,0.1,0.774,,,0.724,0.044,0.044,4.605,0.15,0.15,2.877,0.426,0.426,,,,,,,,,,0.249,0.015,0.015,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,7,27.71,41,59,20.7,14.5,12.3,0.1565,0.15,2455018.84202,0.00069,18.207973,2.3e-05,2014ApJ...784...45R,0.03
Kepler-152c,5088,100.0,100.0,-0.22,0.1,0.1,0.774,,,0.724,0.044,0.044,4.605,0.15,0.15,2.877,0.426,0.426,,,,,,,,,,0.213,0.014,0.014,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,7,27.71,41,59,20.7,14.5,12.3,0.1682,0.11,2454986.78027,0.00195,88.255055,0.000309,2014ApJ...784...45R,0.25
Kepler-153b,5404,200.0,200.0,-0.26,0.5,0.5,0.807,,,0.892,0.537,0.537,4.446,0.3,0.3,1.605,0.886,0.886,,,,,,,,,,0.261,0.157,0.157,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,18,49,50.52,48,15,25.6,14.48,12.41,0.1281,0.11,2455011.71046,0.00116,18.870227,3.9e-05,2014ApJ...784...45R,0.03
Kepler-153c,5404,200.0,200.0,-0.26,0.5,0.5,0.807,,,0.892,0.537,0.537,4.446,0.3,0.3,1.605,0.886,0.886,,,,,,,,,,0.226,0.136,0.136,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,18,49,50.52,48,15,25.6,14.48,12.41,0.1594,0.08,2454987.30653,0.00266,46.90232,0.000215,2014ApJ...784...45R,0.29
Kepler-154b,5690,108.0,108.0,-0.11,0.1,0.1,0.94,,,1.001,0.19,0.19,4.415,0.15,0.15,1.323,0.511,0.511,,,,,,,,,,0.202,0.039,0.039,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,19,7.32,49,53,47.5,14.68,12.98,0.1398,0.05,2454994.22087,0.00429,33.040532,0.000215,2014ApJ...784...45R,0.37
Kepler-154c,5690,108.0,108.0,-0.11,0.1,0.1,0.94,,,1.001,0.19,0.19,4.415,0.15,0.15,1.323,0.511,0.511,,,,,,,,,,0.263,0.055,0.055,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,19,7.32,49,53,47.5,14.68,12.98,0.3129,0.08,2455012.09423,0.00385,62.303276,0.000406,2014ApJ...784...45R,0.7
Kepler-154d,5769,78.0,71.0,-0.04,0.1,0.11,0.98,0.04,0.05,0.98,0.08,0.06,4.45,0.05,0.07,,,,,,,,,,,,,0.36,0.048,0.036,,,,,,,657.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,19,7.32,49,53,47.5,14.68,12.99,0.2312,0.16,2455011.9464,0.00093,20.5498184,2.35e-05,2016ApJ...822...86M,
Kepler-154e,5769,78.0,71.0,-0.04,0.1,0.11,0.98,0.04,0.13,0.98,0.08,0.06,4.45,0.05,0.07,,,,,,,,,,,,,0.134,0.018,0.013,,,,,,,1140.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,19,7.32,49,53,47.5,14.68,12.99,0.1225,0.02,2454967.64964,0.003,3.9327663,1.18e-05,2016ApJ...822...86M,
Kepler-154f,5769,78.0,71.0,-0.04,0.1,0.11,0.98,0.04,0.06,0.98,0.08,0.06,4.45,0.05,0.07,,,,,,,,,,,,,0.118,0.015,0.012,,,,,,,838.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,19,7.32,49,53,47.5,14.68,12.99,0.1802,0.02,2454969.87361,0.006,9.9193769,6.76e-05,2016ApJ...822...86M,
Kepler-155b,4508,100.0,100.0,-0.04,0.1,0.1,0.677,,,0.62,0.029,0.029,4.684,0.15,0.15,4.007,0.397,0.397,,,,,,,,,,0.186,0.019,0.019,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,13,59.0,51,4,55.0,14.59,11.8,0.0988,0.1,2455007.79655,0.00074,5.931194,8e-06,2014ApJ...784...45R,0.67
Kepler-155c,4508,100.0,100.0,-0.04,0.1,0.1,0.677,,,0.62,0.029,0.029,4.684,0.15,0.15,4.007,0.397,0.397,,,,,,,,,,0.2,0.013,0.013,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,13,59.0,51,4,55.0,14.59,11.8,0.1328,0.11,2455016.51681,0.00237,52.661793,0.000236,2014ApJ...784...45R,0.78
Kepler-156b,5094,100.0,100.0,0.08,0.1,0.1,0.852,,,0.807,0.053,0.053,4.552,0.15,0.15,2.288,0.365,0.365,,,,,,,,,,0.205,0.015,0.015,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,21,11.16,37,44,58.2,14.42,12.15,0.0658,0.07,2455003.88529,0.00089,4.973456,8e-06,2014ApJ...784...45R,0.69
Kepler-156c,5094,100.0,100.0,0.08,0.1,0.1,0.852,,,0.807,0.053,0.053,4.552,0.15,0.15,2.288,0.365,0.365,,,,,,,,,,0.227,0.017,0.017,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,21,11.16,37,44,58.2,14.42,12.15,0.166,0.09,2455010.93315,0.00154,15.906801,4.5e-05,2014ApJ...784...45R,0.64
Kepler-157b,5774,125.0,125.0,-0.12,0.1,0.1,0.958,,,1.044,0.2,0.2,4.389,0.15,0.15,1.188,0.489,0.489,,,,,,,,,,0.118,0.023,0.023,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,24,23.33,38,52,32.2,14.15,12.57,0.0911,0.02,2454967.5302,0.00205,1.732342,6e-06,2014ApJ...784...45R,0.02
Kepler-157c,5774,125.0,125.0,-0.12,0.1,0.1,0.958,,,1.044,0.2,0.2,4.389,0.15,0.15,1.188,0.489,0.489,,,,,,,,,,0.2,0.038,0.038,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,24,23.33,38,52,32.2,14.15,12.57,0.1881,0.04,2455004.68032,0.00219,13.5405,4.9e-05,2014ApJ...784...45R,0.34
Kepler-157d,5866,81.0,62.0,-0.01,0.1,0.11,1.02,0.04,0.05,1.03,0.1,0.07,4.42,0.06,0.08,,,,,,,,,,,,,0.139,0.021,0.016,,,,,,,969.0,,,2016ApJ...822...86M,2016ApJ...822...86M,KTEP,19,24,23.33,38,52,32.2,14.15,12.57,0.0935,0.02,2454966.62713,0.003,7.0257409,2.35e-05,2016ApJ...822...86M,
Kepler-158b,4623,200.0,200.0,-0.23,0.5,0.5,0.649,,,0.624,0.079,0.079,4.66,0.3,0.3,3.77,1.003,1.003,,,,,,,,,,0.189,0.032,0.032,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,18,56,7.73,39,46,52.8,14.77,12.05,0.1152,0.08,2455007.75561,0.00193,16.709184,6.4e-05,2014ApJ...784...45R,0.86
Kepler-158c,4623,200.0,200.0,-0.23,0.5,0.5,0.649,,,0.624,0.079,0.079,4.66,0.3,0.3,3.77,1.003,1.003,,,,,,,,,,0.17,0.027,0.027,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,18,56,7.73,39,46,52.8,14.77,12.05,0.177,0.09,2455018.47678,0.00247,28.551383,0.00014,2014ApJ...784...45R,0.61
Kepler-159b,4625,100.0,100.0,0.04,0.1,0.1,0.722,,,0.663,0.034,0.034,4.653,0.15,0.15,3.496,0.401,0.401,,,,,,,,,,0.212,0.016,0.016,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,48,16.84,40,52,7.6,15.28,12.35,0.1122,0.11,2455011.44948,0.00119,10.139623,2.2e-05,2014ApJ...784...45R,0.68
Kepler-159c,4625,100.0,100.0,0.04,0.1,0.1,0.722,,,0.663,0.034,0.034,4.653,0.15,0.15,3.496,0.401,0.401,,,,,,,,,,0.304,0.025,0.025,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,48,16.84,40,52,7.6,15.28,12.35,0.2147,0.21,2455027.54523,0.00135,43.595792,0.000125,2014ApJ...784...45R,0.78
Kepler-161b,5078,100.0,100.0,0.1,0.1,0.1,0.853,,,0.806,0.052,0.052,4.553,0.15,0.15,2.298,0.369,0.369,,,,,,,,,,0.189,0.012,0.012,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,22,3.95,43,5,1.8,14.44,12.24,0.078,0.07,2455007.29899,0.0007,4.921355,6e-06,2014ApJ...784...45R,0.02
Kepler-161c,5078,100.0,100.0,0.1,0.1,0.1,0.853,,,0.806,0.052,0.052,4.553,0.15,0.15,2.298,0.369,0.369,,,,,,,,,,0.183,0.013,0.013,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,22,3.95,43,5,1.8,14.44,12.24,0.0563,0.07,2454968.37914,0.00092,7.06424,1.1e-05,2014ApJ...784...45R,0.2
Kepler-162b,5816,200.0,200.0,-0.3,0.5,0.5,0.912,,,0.958,0.509,0.509,4.436,0.3,0.3,1.463,0.609,0.609,,,,,,,,,,0.112,0.06,0.06,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,49,6.94,43,43,26.5,14.43,12.65,0.1391,0.02,2454967.11914,0.00403,6.919798,5.2e-05,2014ApJ...784...45R,0.27
Kepler-162c,5816,200.0,200.0,-0.3,0.5,0.5,0.912,,,0.958,0.509,0.509,4.436,0.3,0.3,1.463,0.609,0.609,,,,,,,,,,0.27,0.145,0.145,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,49,6.94,43,43,26.5,14.43,12.65,0.147,0.09,2455003.10194,0.00131,19.446355,4.5e-05,2014ApJ...784...45R,0.54
Kepler-163b,5776,200.0,200.0,-0.02,0.5,0.5,1.021,,,0.917,0.38,0.38,4.524,0.3,0.3,1.868,0.649,0.649,,,,,,,,,,0.094,0.039,0.039,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,40,0.67,46,59,14.4,14.57,12.78,0.14,0.01,2454965.3043,0.00674,7.810937,0.000107,2014ApJ...784...45R,0.55
Kepler-163c,5776,200.0,200.0,-0.02,0.5,0.5,1.021,,,0.917,0.38,0.38,4.524,0.3,0.3,1.868,0.649,0.649,,,,,,,,,,0.202,0.084,0.084,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,40,0.67,46,59,14.4,14.57,12.78,0.1569,0.06,2455004.7359,0.00225,21.347262,8.1e-05,2014ApJ...784...45R,0.15
Kepler-164b,5888,113.0,113.0,-0.1,0.1,0.1,1.008,,,1.148,0.219,0.219,4.331,0.15,0.15,0.94,0.442,0.442,,,,,,,,,,0.126,0.025,0.025,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,11,7.4,47,37,47.7,14.38,12.93,0.0687,0.01,2454965.65465,0.00338,5.03503,2.7e-05,2014ApJ...784...45R,0.08
