,Planet,Teff,Teff_err_up,Teff_err_dn,[Fe/H],[Fe/H]_err_up,[Fe/H]_err_dn,M*,M*_err_up,M*_err_dn,R*,R*_err_up,R*_err_dn,logg*,logg*_err_up,logg*_err_dn,rho*,rho*_err_up,rho*_err_dn,e,e_err_up,e_err_dn,a (AU),a_err_up,a_err_dn,Mp,Mp_err_up,Mp_err_dn,Rp,Rp_err_up,Rp_err_dn,gp,gp_err_up,gp_err_dn,rhop,rhop_err_up,rhop_err_dn,Teq,Teq_err_up,Teq_err_dn,Discovery_Reference,Recent_Reference,Type,RA:HH,RA:MM,RA:SS,Dec:DD,Dec:MM,Dec:SS,Vmag,Kmag,T14,Depth,T0 (HJD or BJD),T0_err,P (day),P_err,Ephemeris_Reference,Impact Parameter,Depth_Calc,Bmag,Rmag,Imag,Kmag_Calc,Umag,Vmag_Calc,Hmag,Jmag,a_Calc,Teq_Calc,ScaleHeight_Prox,Previous Study Flag,a-a_Calc % Error,Rp/R*,a_Calc/R*,V-Vcalc,K-Kcalc,umag,gmag,rmag,imag,zmag,RISEmag,SPRAT_Redmag,SPRAT_Bluemag,600RI+19mag,HKmag,G750Mmag,GR01mag,Exposure Time for Half_Well,SNR (Half_Well),Cadence (Half_Well),Rank,Habitable_Rank,Multi_Transit_Rank,Multi_Transit_Habitable_Rank
886,TOI-2337,4780,100.0,100.0,0.39,0.06,0.06,1.33,0.12,0.12,3.22,0.062,0.062,3.5,0.06,0.06,0.039,0.005,0.005,0.019,0.017,0.017,,,,1.6,0.15,0.15,0.9,0.1,0.1,,,,,,,,,,arXiv:2201.04140,arXiv:2201.04140,TEP,19,22,28.77,60,51,14.1,12.52,9.68,0.32,0.1,2458793.828,0.003,2.99432,8e-05,arXiv:2201.04140,0.52,0.0008249814096581,13.423716951160188,11.889716951160189,11.408716951160187,10.023716951160187,14.224716951160188,12.176283048839812,9.876283048839811,10.366283048839811,0.0447118395355309,1956.0405839411787,,1.0,,0.0287224896145532,2.985864360037524,0.3437169511601876,-0.3437169511601876,14.354554295416111,13.04444842359075,12.146002525200418,11.856523951160186,11.724899598828582,10.791567433085392,11.889716951160189,12.52,11.326553947906028,9.778141524419905,12.52,10.844011735172227,2.349905197287268,22.36274805274331,10634.233905470026,566.7248311829921,0.28973060980213,327.50892251212395,0.16743462543718504
1125,K2-058c,5413,255.0,255.0,,,,0.89,0.08,0.08,0.86,0.1,0.1,4.522,0.074,0.074,,,,,,,0.035,0.001,0.001,,,,0.145,0.02,0.02,,,,,,,,,,2016ApJS..226....7C,2016ApJS..226....7C,KTEP,22,15,17.24,-14,2,59.3,12.38,10.21,0.083,0.03,2456982.12,0.0023,2.53726,0.00017,2016ApJS..226....7C,0.4810134423285677,0.0003001995166507,13.070716951160188,11.870716951160189,11.473716951160188,10.432716951160188,13.428716951160188,12.157283048839814,10.383283048839813,10.748283048839811,0.035019760184839,1293.492654196143,,1.0,-0.0564258142682253,0.0173262666680037,8.751308661010661,0.2227169511601872,-0.2227169511601872,13.51821272398755,12.793975423590748,12.094695525200418,11.900775951160188,11.82290289416537,10.870753914955696,11.870716951160189,12.38,11.34077005080705,10.296641524419908,12.38,10.780222915377225,2.591592752594452,18.398540722927827,2523.6550851463494,566.2390060170416,0.4377597384725296,355.48173937110585,0.2748231605474593
641,Kepler-411b,4906,48.0,51.0,0.05,0.11,0.1,0.81,0.02,0.03,0.75,0.02,0.02,4.6,0.01,0.01,,,,0.146,0.005,0.004,0.0375,0.0008,0.0008,0.081,0.008,0.008,0.214,0.005,0.005,,,,7.71,0.95,0.95,1138.0,17.0,17.0,arXiv:1902.09719,arXiv:1902.09719,TEP,19,10,25.35,49,31,23.7,12.55,10.06,0.082,0.068,2455135.3874,0.0003,3.005156,2e-06,arXiv:1902.09719,0.574,0.0008597573684604,13.453716951160189,11.919716951160188,11.438716951160188,10.053716951160188,14.254716951160187,12.556283048839813,10.256283048839812,10.746283048839812,0.0379908961060889,1051.118559897955,,1.0,-1.2921414244037186,0.0293216194719946,10.751607783527382,-0.006283048839812,0.006283048839812,14.384554295416113,13.07444842359075,12.17600252520042,11.886523951160187,11.754899598828583,10.821567433085391,11.919716951160188,12.55,11.35655394790603,10.158141524419907,12.55,10.874011735172228,2.530324231189464,19.479961186868515,2548.192013191576,564.2893759740023,0.5368465532839461,325.5130190167495,0.30968249580556456
421,Kepler-005,6297,60.0,60.0,0.04,0.06,0.06,1.296,0.041,0.037,1.544,0.055,0.042,4.174,0.023,0.024,0.352,0.025,0.029,0.0,,,0.04967,0.00052,0.00047,2.034,0.05,0.046,1.209,0.035,0.03,34.5,1.7,1.9,1.077,0.08,0.086,1692.0,29.0,25.0,2010ApJ...713L.131K,2011MNRAS.417.2166S,TEP,19,57,37.68,44,2,6.1,13.54,11.77,0.1919,0.7,2455005.579469,7.5e-05,3.5484625,1e-06,2013A+A...560A.112M,0.393,0.0064748378437735,13.91790398860606,13.15790398860606,12.88090398860606,12.24890398860606,13.89690398860606,13.06109601139394,11.93309601139394,12.13209601139394,0.04964036857454,1693.4529713319755,174.93050466985358,3.0,0.0596921947012096,0.080466377101082,6.917517598546698,0.47890398860606,-0.47890398860606,13.438141259564924,13.837853658402665,13.347923623648242,13.27832298860606,13.277237496378078,12.297782085333246,13.15790398860606,13.54,12.67274389326314,11.85154800569697,13.54,11.990379385308817,2.9604338770516168,9.586888639188736,5164.460828337262,562.6837223916716,0.3322700611810294,298.70620333848314,0.17638883889615042
1151,K2-083b,3910,49.0,49.0,,,,0.484,0.02,0.02,0.424,0.016,0.016,4.863,0.05,0.05,,,,,,,0.03,0.0,0.0,,,,0.111,0.009,0.009,,,,,,,,,,2016ApJS..226....7C,2016ApJS..226....7C,KTEP,3,59,36.37,15,33,32.0,14.51,10.76,0.069,0.07,2457067.0633,0.0024,2.74697,0.00018,2016ApJS..226....7C,0.5,0.0007237442578155,15.788130583994445,13.466130583994444,12.560130583994445,10.631130583994445,16.985130583994444,14.638869416005557,11.099869416005555,11.723869416005558,0.030138681463336,707.1814484810144,,1.0,-0.4601444277008218,0.0269024953826877,15.214539316312331,-0.128869416005557,0.128869416005557,16.38775618409572,15.479119093063868,13.899910034318722,13.112912583994444,12.709332273113612,11.867409868760696,13.466130583994444,14.51,12.710551450186596,10.92993470800278,14.51,12.398344751607576,2.771627281754755,14.76955511418388,1972.976626203186,561.816777200831,0.7944450160670667,338.9750597102861,0.4793325113920696
555,Kepler-091,4550,75.0,75.0,0.11,0.07,0.07,1.31,0.1,0.1,6.2,0.16,0.16,2.953,0.007,0.007,0.0052,0.0001,0.0001,0.066,0.013,0.017,0.0726,0.0019,0.0019,0.73,0.13,0.13,1.384,0.011,0.054,,,,0.33,0.1,0.05,,,,2014A+A...562A.109L,2014A+A...568L...1L,TEP,19,2,41.49,44,7,0.2,12.81,10.14,0.45,0.04,2454956.912,0.011,6.246509,1.3e-05,2016ApJS..225....9H,0.8667,0.0005262107158795,13.823716951160188,12.083716951160188,11.533716951160187,9.990716951160188,14.827716951160188,12.959283048839811,10.351283048839813,10.895283048839811,0.0726309729927325,2027.120698430084,,3.0,-0.0426443312766809,0.0229392832468574,2.5179571776906062,-0.1492830488398127,0.1492830488398127,14.859928009701823,13.42209642359075,12.365634525200418,11.99856695116019,11.822789749087647,10.904729991292289,12.083716951160188,12.81,11.49209927435306,10.245641524419906,12.81,11.0557793800766,2.5636889608620668,18.898732011594745,13818.1584890207,560.5887211434997,0.27654432297872095,224.29813919148376,0.11064863545875328
1161,K2-090c,4136,164.0,164.0,,,,0.562,0.071,0.071,0.494,0.07,0.07,4.791,0.066,0.066,,,,,,,0.033,0.001,0.001,,,,0.091,0.016,0.016,,,,,,,,,,2016ApJS..226....7C,2016ApJS..226....7C,KTEP,3,56,36.58,22,28,21.5,13.85,10.36,0.053,0.04,2457066.7443,0.0046,2.90032,0.00038,2016ApJS..226....7C,0.647995636,0.0003583436998966,14.989346427116152,12.961346427116151,12.284346427116152,10.542346427116154,16.188346427116155,13.667653572883845,10.628653572883843,11.233653572883846,0.0328460059376287,773.4567231463576,,1.0,0.4688364931301315,0.0189299683015213,14.364496229004194,0.1823464271161547,-0.1823464271161547,15.918944798175534,14.610340712042952,13.28661693107614,12.780565427116152,12.523521385665376,11.633135415865365,12.961346427116151,13.85,12.314556210452398,10.494326786441922,13.85,11.941708705056636,2.6474249712427316,17.354488999841067,1580.437818217581,559.4437324294372,0.7233032123034197,328.49854780547565,0.42471483920803077
623,Kepler-289d,5990,38.0,38.0,0.065,0.04,0.04,1.08,0.02,0.02,1.0,0.02,0.02,4.47,0.01,0.01,1.19,0.05,0.05,,,,0.51,0.03,0.03,0.415,0.053,0.053,1.034,0.017,0.017,,,,0.35,0.05,0.05,,,,2014ApJ...784...45R,2014ApJ...795..167S,TEP,19,49,51.68,42,52,58.2,14.11,12.51,0.3361,1.24,2455069.66052,0.00025,125.865211,4.2e-05,arXiv:2103.03259,0.05,0.0112904685197715,14.534990305910036,13.670990305910038,13.36299030591004,12.642990305910038,14.548990305910037,13.97700969408996,12.700009694089962,12.937009694089962,0.5042952848757083,406.740732518546,,3.0,1.1312251562490283,0.1062566163576254,109.6663993919793,0.1329903059100381,-0.1329903059100381,14.032241309023584,14.459815850704134,13.876205894232058,13.768066305910038,13.747144026117294,12.774790553215562,13.670990305910038,14.11,13.174556788364102,12.60500484704498,14.11,12.529449712833582,3.0268087355849005,6.89433670065105,8861.988093673895,550.7206454773047,1.353984495398906,49.0883578108261,0.12068709594652621
867,TOI-1749b,3985,55.0,55.0,-0.26,0.08,0.08,0.58,0.03,0.03,0.55,0.03,0.03,4.7,0.05,0.05,,,,0.02,0.06,0.02,0.0291,0.0005,0.0005,0.06,0.07,0.04,0.124,0.019,0.017,,,,,,,831.0,18.0,18.0,arXiv:2107.05430,arXiv:2107.05430,TEP,18,50,56.93,64,25,10.1,13.86,10.27,0.04,0.05,2458684.3613,0.006,2.388821,6.5e-05,arXiv:2107.05430,0.8312151037906013,0.0005367707945054,15.122346427116153,12.885346427116154,12.078346427116154,10.198346427116151,16.335346427116153,13.931653572883846,10.567653572883843,11.198653572883844,0.0291656451097545,834.4631728400955,,1.0,-0.2250768310027662,0.0231683144511087,11.377155872750793,-0.0716535728838465,0.0716535728838465,16.109606418704264,14.731109459203523,13.265829678236717,12.606675427116151,12.266444857167969,11.40379833349154,12.885346427116154,13.86,12.178275989293004,10.418826786441922,13.86,11.842983142067574,2.6145664463596288,17.976280730307696,1206.4652940384683,545.7111290731194,0.6539667019885269,353.0782835273237,0.4231202706353376
685,Kepler-447,5943,62.0,62.0,0.07,0.05,0.05,1.0,0.07,0.07,1.03,0.05,0.05,4.4,0.03,0.03,,,,0.123,0.012,0.012,0.0769,0.0021,0.0026,1.37,0.16,0.15,1.65,0.2,0.19,,,,0.3,0.24,0.08,,,,2015A+A...577A.105L,2015A+A...577A.105L,TEP,19,1,4.46,48,33,36.0,12.56,10.81,0.0473,0.32,2454970.2605,0.0002,7.794301,2e-06,2014ApJS..210...19B,1.076,0.0270996901738516,13.069716951160189,12.137716951160188,11.809716951160189,11.033716951160187,13.127716951160188,12.336283048839812,10.963283048839813,11.225283048839811,0.0769351194647633,1048.5649199925542,,2.0,-0.0456481578343375,0.1646198352989445,16.054342496179718,0.2237169511601884,-0.2237169511601884,13.038387438273256,12.89454442359075,12.33846652520042,12.21973295116019,12.186012743906302,11.218223527140912,12.137716951160188,12.56,11.633901239623247,10.886641524419908,12.56,10.999979498756591,2.7848280580087414,14.467689947962075,1346.6067671331082,544.7546284506625,0.5195239875605706,195.12474216388625,0.1860874214304936
292,K2-010b,5620,70.0,70.0,-0.07,0.07,0.07,0.92,0.05,0.05,0.98,0.08,0.08,4.5,0.08,0.08,0.98,0.24,0.24,0.31,0.16,0.18,,,,0.085,0.052,0.052,0.343,0.031,0.03,,,,2.0,1.6,1.2,,,,2015ApJ...809...25M,2016ApJ...820...56V,TEP,11,28,29.27,1,41,26.3,12.42,10.64,0.18,0.15,2456819.5814,0.0021,19.3044,0.0012,2016ApJ...820...56V,0.4,0.0012936207566267,13.037716951160188,11.945716951160188,11.575716951160189,10.642716951160187,13.264716951160189,12.417283048839812,10.805283048839811,11.129283048839811,0.1369745864674629,724.874216374577,,2.0,,0.0359669397728906,30.05504142875549,0.0027169511601865,-0.0027169511601865,13.29171486684469,12.802020423590749,12.160350525200418,11.996106951160186,11.935511096237908,10.977261703390624,11.945716951160188,12.42,11.426118235890446,10.722641524419906,12.42,10.837535389444394,2.73792827945228,15.513544427714113,5204.944210659183,544.2863458372193,0.750870059304138,123.87945489074008,0.17089786350839886
59,EPIC_248435473b,4284,35.0,37.0,-0.064,0.088,0.09,0.649,0.03,0.029,0.638,0.024,0.021,4.641,0.019,0.021,2.49,0.18,0.2,,,,0.01283,0.0002,0.00019,,,,0.26,0.16,0.11,,,,,,,1457.0,25.0,27.0,arXiv:1806.08368,arXiv:1806.08368,TEP,10,31,44.51,0,56,15.3,11.81,8.9,0.01306,0.031,2457950.3332,0.0031,0.658525,1.7e-05,arXiv:1806.08368,1.008444066938854,0.0017537844907899,12.980716951160188,10.952716951160188,10.275716951160188,8.533716951160189,14.179716951160188,12.176283048839812,9.137283048839812,9.742283048839813,0.0128253608721123,1456.9958085736243,,1.0,0.0361715193347626,0.0418782102147405,4.32423598315537,-0.3662830488398114,0.3662830488398114,14.19322815255897,12.54169942359075,11.269611525200418,10.771935951160188,10.51489190970941,9.6245059399094,10.952716951160188,11.81,10.305926734496431,9.018641524419904,11.81,9.92760404194047,1.87421720825811,28.602892938680686,531.1999147795681,535.3802643979905,0.3674549104723364,659.7451774637005,0.45281199409185713
742,NGTS-03,5600,150.0,150.0,0.12,0.15,0.15,1.017,0.093,0.093,0.93,0.23,0.23,4.5,0.2,0.2,0.77,0.21,0.21,,,,0.0233,0.0065,0.0047,2.38,0.26,0.26,1.48,0.37,0.37,,,,0.31,0.41,0.15,,,,arXiv:1805.01378,arXiv:1805.01378,TEP,6,17,46.75,-35,42,22.0,14.64,12.81,0.09594,2.0,2457620.1679,0.00095,1.6753728,3e-06,arXiv:1805.01378,0.05,0.0267441266567583,15.197727703426862,14.105727703426862,13.735727703426862,12.80272770342686,15.424727703426862,14.64727229657314,13.03527229657314,13.35927229657314,0.02776223811242,1562.9157284012342,,1.0,-16.073048917564567,0.1635363160180586,5.387364760348129,-0.0072722965731397,0.0072722965731397,14.910716873374628,15.076790606771276,14.336378406611887,14.156117703426862,14.095521848504584,13.137272455657296,14.105727703426862,14.64,13.58612898815712,12.922636148286571,14.64,13.011219549765592,3.043672038355819,6.0214200905996895,2516.7095884075716,529.6724085318963,0.33890017158744584,409.215071285359,0.2618279820524684
448,Kepler-020d,5495,50.0,50.0,0.07,0.08,0.08,0.948,0.051,0.051,0.964,0.018,0.018,4.446,0.01,0.01,1.07,0.27,0.27,0.0,0.6,0.0,0.3506,0.0081,0.0101,0.032,0.012,0.012,0.2448,0.0065,0.0049,,,,2.0,0.8,0.8,401.0,13.0,13.0,2012ApJ...749...15G,2016AJ....152..160B,TEP,19,10,47.52,42,20,19.4,12.65,10.87,0.302,0.083,2454997.7303,0.0014,77.6113,0.00012,2016AJ....152..160B,0.588,0.0006809882928029,13.300716951160188,12.159716951160188,11.777716951160189,10.795716951160188,13.584716951160187,12.724283048839812,11.038283048839812,11.380283048839813,0.3498049370529492,439.8722291974186,,2.0,0.2272875145071029,0.0260957523900522,78.20567819304358,-0.0742830488398116,0.0742830488398116,13.641420009701834,13.046628423590748,12.378622525200418,12.201070951160188,12.132796339761226,11.177261368672069,12.159716951160188,12.65,11.635538633977657,10.954141524419908,12.65,11.059887108213552,2.8000414915029577,14.111794172063764,8554.900014537949,525.6784722023071,1.1950708349136951,59.67023015674424,0.1356535516361587
876,TOI-2076c,5187,54.0,53.0,-0.09,0.04,0.04,0.824,0.035,0.037,0.77,0.006,0.006,4.605,0.018,0.019,1.93,0.12,0.11,0.0,,,0.1093,0.0021,0.0021,,,,0.312,0.0038,0.0038,,,,,,,630.0,9.0,9.0,arXiv:2203.03194,arXiv:2203.03194,TEP,14,29,34.24,39,47,25.5,9.24,7.12,0.0405,0.02,2459274.084,0.0008,21.01538,0.00014,arXiv:2203.03194,0.07,0.001733798505899,10.000716951160188,8.693716951160187,8.270716951160187,7.119716951160188,10.502716951160188,9.240283048839812,7.300283048839812,7.705283048839813,0.1397248822759775,587.1621231729674,,1.0,-21.77484910374362,0.0416389061563705,30.52339560362449,-0.0002830488398117,0.0002830488398117,10.618959438273247,9.68775642359075,8.927574525200418,8.704197951160188,8.609687588465887,7.663389126611382,8.693716951160187,9.24,8.153654714490925,7.210141524419907,9.24,7.619523618135932,0.7098844805630382,39.957088990836674,3645.438665648057,523.1956509034793,0.8910582448271366,114.12886586634619,0.19437368549865722
704,Kepler-1655,6148,71.0,71.0,-0.24,0.05,0.05,1.03,0.04,0.04,1.03,0.02,0.02,4.36,0.1,0.1,0.94,0.04,0.04,0.0,0.79,0.0,0.103,0.001,0.001,0.016,0.01,0.009,0.1974,0.0073,0.0073,,,,1.9,1.2,1.1,,,,2018AJ....155..203H,2018AJ....155..203H,TEP,19,6,45.44,39,12,42.6,11.05,9.79,0.1,0.035,2455013.89795,0.00069,11.8728787,8.5e-06,2018AJ....155..203H,0.85,0.0003878740580638,11.493716951160188,10.663716951160188,10.364716951160188,9.67371695116019,11.494716951160187,11.16628304883981,9.937283048839811,10.16228304883981,0.1028623114010509,938.1183466429852,,1.0,0.1338571893570037,0.0196945184775828,21.503215567054763,-0.1162830488398096,0.1162830488398096,11.30619372398754,11.35167642359075,10.854854525200418,10.767569951160189,10.752406738724956,9.777994834972256,10.663716951160188,11.05,10.170577474515827,9.863641524419904,11.05,9.505507444872269,2.4058757801522552,21.50981128135735,3253.1641971239665,520.2049074021583,0.5545194902793323,150.9720073084919,0.16093066279829032
879,TOI-2119,3553,67.0,67.0,0.1,0.1,0.1,0.53,0.02,0.02,0.51,0.01,0.01,4.74,0.04,0.04,4.0,0.3,0.3,0.3362,0.0005,0.0005,0.064,0.002,0.002,67.0,2.0,2.0,1.11,0.03,0.03,1439.0,27.0,26.0,45.0,4.0,4.0,,,,arXiv:2112.03959,arXiv:2112.03959,TEP,16,17,43.17,26,18,15.2,12.37,8.14,0.08496,5.0,2458958.67756,6e-05,7.200861,5e-06,arXiv:2112.03959,0.7057313030956014,0.0500237784286987,13.783716951160187,11.282716951160188,10.110716951160189,8.043716951160187,14.953716951160189,12.466283048839813,8.460283048839813,9.060283048839812,0.0590592723599485,503.4653047067311,,1.0,8.365710315459324,0.2236599616129332,26.9844273782648,-0.0962830488398136,0.0962830488398136,14.732730820031543,13.400592797157172,11.749924898766842,10.729200951160188,10.155408205046196,9.367447367541365,11.282716951160188,12.37,10.385646420634194,8.300141524419907,12.37,10.108942536948376,1.3383196240212114,34.29887876055554,4621.5786098616945,515.714525783642,1.0243298216627776,192.1839654499602,0.38172236230241813
361,K2-138g,5350,80.0,80.0,0.14,0.1,0.1,0.93,0.02,0.02,0.86,0.03,0.02,4.54,0.02,0.04,1.46,0.1,0.19,0.0,0.226,0.0,0.23109,0.00154,0.00196,0.0135,0.0167,0.0094,0.269,0.027,0.022,,,,0.65,0.81,0.45,501.0,9.0,7.0,arXiv:1909.13527,arXiv:1909.13527,TEP,23,15,47.77,-10,50,58.9,12.21,10.31,0.198,0.12,2457773.8541,0.0044,41.9666,0.0063,arXiv:2102.08978,0.56,0.0010331860748807,12.900716951160188,11.700716951160189,11.303716951160188,10.262716951160188,13.258716951160189,12.257283048839811,10.483283048839812,10.848283048839813,0.23069420757622,498.10162711538027,,2.0,0.1715658264411436,0.0321432119565035,57.78114052779866,-0.0472830488398123,0.0472830488398123,13.348212723987547,12.623975423590748,11.924695525200418,11.730775951160188,11.65290289416537,10.700753914955696,11.700716951160189,12.21,11.17077005080705,10.396641524419906,12.21,10.610222915377223,2.6294052757607473,17.698186405999362,5941.226872094352,513.2422339581055,1.030396621931167,79.22650427432173,0.15905690718807813
995,WASP-089,4955,100.0,100.0,0.15,0.14,0.14,0.92,0.08,0.08,0.88,0.03,0.03,4.515,0.018,0.018,1.36,0.07,0.07,0.193,0.009,0.009,0.0427,0.0012,0.0012,5.9,0.4,0.4,1.04,0.04,0.04,125.9,5.8,5.8,5.27,0.33,0.33,1120.0,20.0,20.0,2015AJ....150...18H,2015AJ....150...18H,TEP,20,55,35.98,-18,58,16.1,13.09,11.0,0.1025,1.9,2456207.02114,0.00012,3.3564227,2.5e-06,2015AJ....150...18H,0.1,0.0147493275675438,13.8934147907345,12.5134147907345,12.0714147907345,10.8454147907345,14.4934147907345,13.2445852092655,11.1885852092655,11.6205852092655,0.0426697625211337,1085.0710582065165,31.73047533148162,1.0,0.0708639492692423,0.1214468096227475,10.43394664446862,-0.1545852092655,0.1545852092655,14.582522265631388,13.565422296059404,12.755363041608389,12.5095887907345,12.402920396952116,11.46088243108521,12.5134147907345,13.09,11.96586678828522,11.09429260463275,13.09,11.449958308779134,2.8307548528813005,13.364451222734159,2874.620157367392,512.0640267591879,0.4719175052052022,279.5026580004036,0.25758926651530617
1435,Kepler-210b,4559,100.0,100.0,0.07,0.1,0.1,0.709,,,0.65,0.033,0.033,4.663,0.15,0.15,3.642,0.403,0.403,,,,,,,,,,0.262,0.019,0.019,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,30,0.81,43,4,59.3,14.2,11.31,0.0728,0.17,2455003.89153,0.00018,2.453234,1e-06,2014ApJ...784...45R,0.73,0.0017157213518731,15.16968814548435,13.42968814548435,12.879688145484351,11.33668814548435,16.173688145484352,14.17331185451565,11.565311854515649,12.10931185451565,0.0317429958280119,994.7996237345376,,1.0,,0.041421266903285,10.501176646674782,0.0266881454843499,-0.0266881454843499,15.808828564953156,14.852294723172786,13.72336141064003,13.344538145484352,13.168760943411812,12.250701185616451,13.42968814548435,14.2,12.838070468677223,11.437655927257826,14.2,12.410360382600228,2.89271342938335,11.71258365835536,2001.4297012229276,508.74654107410703,0.5114060449321864,324.81193743570617,0.32650991183163364
590,Kepler-117b,6150,110.0,110.0,-0.04,0.1,0.1,1.129,0.013,0.023,1.606,0.049,0.049,4.102,0.029,0.029,0.291,0.01,0.018,0.0493,0.0062,0.0062,0.1445,0.0047,0.0014,0.094,0.033,0.033,0.719,0.024,0.024,4.7,1.2,1.5,0.23,0.08,0.08,984.0,18.0,18.0,2014ApJ...784...45R,2015A+A...573A.124B,TEP,19,15,10.33,48,2,24.8,14.48,13.01,0.3024,0.24,2454978.82204,0.00035,18.7959228,7.5e-06,2015A+A...573A.124B,0.73,0.002116594121216,14.86923130413634,14.03923130413634,13.74023130413634,13.049231304136342,14.87023130413634,14.44076869586366,13.21176869586366,13.43676869586366,0.1440611683514682,990.165334640264,746.7608234661473,2.0,0.304614806025424,0.0460064573860671,19.347538290407304,0.0392313041363401,-0.0392313041363419,14.190333161111049,14.831421819323523,14.244916545931938,14.14308430413634,14.127921091701108,13.153509187948409,14.03923130413634,14.48,13.54609182749198,13.11088434793183,14.48,12.893910486087991,3.052662424736266,5.499704944269744,7910.999260569721,499.42622008373974,0.5043866944354154,115.19656068498766,0.11634073286037588
1152,K2-083c,3910,49.0,49.0,,,,0.484,0.02,0.02,0.424,0.016,0.016,4.863,0.05,0.05,,,,,,,0.071,0.001,0.001,,,,0.132,0.009,0.009,,,,,,,,,,2016ApJS..226....7C,2016ApJS..226....7C,KTEP,3,59,36.37,15,33,32.0,14.51,10.76,0.115,0.1,2457066.2703,0.0029,9.99767,0.00081,2016ApJS..226....7C,0.5,0.0010234980884812,15.788130583994445,13.466130583994444,12.560130583994445,10.631130583994445,16.985130583994444,14.638869416005557,11.099869416005555,11.723869416005558,0.0713106129118298,459.7438187999183,,1.0,-0.435577397454007,0.0319921566713043,36.00774304860585,-0.128869416005557,0.128869416005557,16.38775618409572,15.479119093063868,13.899910034318722,13.112912583994444,12.709332273113612,11.867409868760696,13.466130583994444,14.51,12.710551450186596,10.92993470800278,14.51,12.398344751607576,2.771627281754755,14.76955511418388,3288.29437700531,496.4262569676992,1.0797888664681432,157.00205803831744,0.3414990079652276
