Planet,Teff,Teff_err_up,Teff_err_dn,[Fe/H],[Fe/H]_err_up,[Fe/H]_err_dn,M*,M*_err_up,M*_err_dn,R*,R*_err_up,R*_err_dn,logg*,logg*_err_up,logg*_err_dn,rho*,rho*_err_up,rho*_err_dn,e,e_err_up,e_err_dn,a (AU),a_err_up,a_err_dn,Mp,Mp_err_up,Mp_err_dn,Rp,Rp_err_up,Rp_err_dn,gp,gp_err_up,gp_err_dn,rhop,rhop_err_up,rhop_err_dn,Teq,Teq_err_up,Teq_err_dn,Discovery_Reference,Recent_Reference,Type,RA:HH,RA:MM,RA:SS,Dec:DD,Dec:MM,Dec:SS,Vmag,Kmag,T14,Depth,T0 (HJD or BJD),T0_err,P (day),P_err,Ephemeris_Reference,Impact Parameter,Depth_Calc,Bmag,Rmag,Imag,Kmag_Calc
Kepler-310c,5797,200.0,200.0,-0.3,0.5,0.5,0.925,,,0.876,0.406,0.406,4.521,0.3,0.3,1.942,0.65,0.65,,,,,,,,,,0.302,0.141,0.141,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,15,21.45,46,59,12.3,14.45,12.62,0.2555,0.11,2454976.81309,0.00221,56.47542,0.000207,2014ApJ...784...45R,0.89,0.0012550948866977515,14.960332024278236,13.947332024278236,13.597332024278236,12.746332024278235
Kepler-310d,5797,200.0,200.0,-0.3,0.5,0.5,0.925,,,0.876,0.406,0.406,4.521,0.3,0.3,1.942,0.65,0.65,,,,,,,,,,0.22,0.103,0.103,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,15,21.45,46,59,12.3,14.45,12.62,0.2969,0.07,2454978.92567,0.00419,92.876125,0.000785,2014ApJ...784...45R,0.79,0.0006660518454911098,14.960332024278236,13.947332024278236,13.597332024278236,12.746332024278235
Kepler-311b,5905,131.0,131.0,-0.09,0.1,0.1,1.025,,,1.188,0.23,0.23,4.308,0.15,0.15,0.863,0.422,0.422,,,,,,,,,,0.152,0.029,0.029,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,18,48,14.71,47,5,7.8,13.89,12.41,0.1809,0.02,2454971.7174,0.00374,9.176092,5.7e-05,2014ApJ...784...45R,0.01,0.00017287220889062072,14.36724570697426,13.435245706974259,13.10724570697426,12.33124570697426
Kepler-311c,5905,131.0,131.0,-0.09,0.1,0.1,1.025,,,1.188,0.23,0.23,4.308,0.15,0.15,0.863,0.422,0.422,,,,,,,,,,0.128,0.025,0.025,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,18,48,14.71,47,5,7.8,13.89,12.41,0.2025,0.01,2454966.28529,0.0065,19.738286,0.000205,2014ApJ...784...45R,0.42,0.00012259081849307177,14.36724570697426,13.435245706974259,13.10724570697426,12.33124570697426
Kepler-312b,6115,100.0,100.0,0.05,0.1,0.1,1.213,,,1.467,0.283,0.283,4.191,0.15,0.15,0.542,0.284,0.284,,,,,,,,,,0.115,0.022,0.022,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,53,34.98,42,27,35.1,13.07,11.59,0.1022,0.01,2454965.08778,0.00381,1.772419,1.2e-05,2014ApJ...784...45R,0.36,6.489426825213954e-05,13.510965150805447,12.680965150805447,12.381965150805447,11.690965150805448
Kepler-312c,6115,100.0,100.0,0.05,0.1,0.1,1.213,,,1.467,0.283,0.283,4.191,0.15,0.15,0.542,0.284,0.284,,,,,,,,,,0.281,0.054,0.054,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,53,34.98,42,27,35.1,13.07,11.59,0.1407,0.05,2454980.1036,0.00191,19.747412,6.8e-05,2014ApJ...784...45R,0.18,0.0003874568102425098,13.510965150805447,12.680965150805447,12.381965150805447,11.690965150805448
Kepler-313b,5727,100.0,100.0,0.21,0.1,0.1,1.148,,,1.536,0.162,0.162,4.127,0.15,0.15,0.447,0.272,0.272,,,,,,,,,,0.226,0.028,0.028,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,53,10.79,48,46,31.7,14.3,12.51,0.2441,0.03,2454967.5006,0.00429,14.970418,0.000114,2014ApJ...784...45R,0.02,0.0002286153218638013,14.826835624987716,13.797835624987716,13.443835624987717,12.575835624987716
Kepler-313c,5727,100.0,100.0,0.21,0.1,0.1,1.148,,,1.536,0.162,0.162,4.127,0.15,0.15,0.447,0.272,0.272,,,,,,,,,,0.229,0.037,0.037,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,53,10.79,48,46,31.7,14.3,12.51,0.2713,0.02,2454982.10331,0.01367,32.273273,0.000819,2014ApJ...784...45R,0.74,0.0002347250390371134,14.826835624987716,13.797835624987716,13.443835624987717,12.575835624987716
Kepler-314b,5378,100.0,100.0,0.26,0.1,0.1,0.95,,,0.95,0.135,0.135,4.465,0.15,0.15,1.564,0.434,0.434,,,,,,,,,,0.074,0.011,0.011,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,38,41.78,42,4,32.1,12.72,10.77,0.0955,0.01,2454966.31441,0.00341,2.461069,1.3e-05,2014ApJ...784...45R,0.21,6.407477879620584e-05,13.410716951160188,12.210716951160189,11.813716951160188,10.772716951160188
Kepler-314c,5378,100.0,100.0,0.26,0.1,0.1,0.95,,,0.95,0.135,0.135,4.465,0.15,0.15,1.564,0.434,0.434,,,,,,,,,,0.259,0.038,0.038,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,38,41.78,42,4,32.1,12.72,10.77,0.1152,0.08,2454970.26485,0.00051,5.960392,5e-06,2014ApJ...784...45R,0.75,0.0007849160402535217,13.410716951160188,12.210716951160189,11.813716951160188,10.772716951160188
Kepler-315b,5796,108.0,108.0,-0.25,0.1,0.1,0.914,,,1.037,0.202,0.202,4.377,0.15,0.15,1.157,0.526,0.526,,,,,,,,,,0.336,0.07,0.07,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,52,5.54,43,21,48.7,15.52,13.58,0.3483,0.11,2455020.73232,0.00518,96.101141,0.000918,2014ApJ...784...45R,0.74,0.0011086435347375692,15.99125645924093,14.978256459240932,14.628256459240932,13.777256459240931
Kepler-315c,5796,108.0,108.0,-0.25,0.1,0.1,0.914,,,1.037,0.202,0.202,4.377,0.15,0.15,1.157,0.526,0.526,,,,,,,,,,0.37,0.086,0.086,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,52,5.54,43,21,48.7,15.52,13.58,0.4243,0.1,2454984.06838,0.01006,265.469335,0.006223,2014ApJ...784...45R,0.94,0.0013443638384493086,15.99125645924093,14.978256459240932,14.628256459240932,13.777256459240931
Kepler-316b,4204,200.0,200.0,-0.48,0.5,0.5,0.544,,,0.52,0.052,0.052,4.743,0.3,0.3,5.463,0.958,0.958,,,,,,,,,,0.095,0.01,0.01,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,23,18.24,44,11,2.8,15.68,12.54,0.0579,0.04,2454970.82156,0.00164,2.240508,6e-06,2014ApJ...784...45R,0.14,0.0003524612766742041,16.752202498460505,14.724202498460501,14.047202498460502,12.305202498460503
Kepler-316c,4204,200.0,200.0,-0.48,0.5,0.5,0.544,,,0.52,0.052,0.052,4.743,0.3,0.3,5.463,0.958,0.958,,,,,,,,,,0.103,0.011,0.011,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,23,18.24,44,11,2.8,15.68,12.54,0.1008,0.05,2454971.61401,0.00268,6.827766,3.4e-05,2014ApJ...784...45R,0.18,0.00041432262429214745,16.752202498460505,14.724202498460501,14.047202498460502,12.305202498460503
Kepler-317b,5497,200.0,200.0,0.26,0.5,0.5,1.002,,,0.941,0.429,0.429,4.493,0.3,0.3,1.696,0.559,0.559,,,,,,,,,,0.186,0.086,0.086,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,39,46.53,39,1,55.4,15.61,13.66,0.1113,0.05,2454968.61931,0.00303,5.524242,2.7e-05,2014ApJ...784...45R,0.3,0.00041258888898832986,16.16495429881524,15.023954298815243,14.641954298815243,13.659954298815242
Kepler-317c,5497,200.0,200.0,0.26,0.5,0.5,1.002,,,0.941,0.429,0.429,4.493,0.3,0.3,1.696,0.559,0.559,,,,,,,,,,0.153,0.07,0.07,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,39,46.53,39,1,55.4,15.61,13.66,0.119,0.03,2454966.7098,0.00707,8.77501,0.000113,2014ApJ...784...45R,0.38,0.0002791736993388778,16.16495429881524,15.023954298815243,14.641954298815243,13.659954298815242
Kepler-318b,5746,100.0,100.0,0.19,0.1,0.1,1.072,,,1.189,0.21,0.21,4.325,0.15,0.15,0.9,0.404,0.404,,,,,,,,,,0.42,0.074,0.074,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,53,55.88,46,47,37.0,13.47,11.76,0.1144,0.16,2454967.08179,0.00034,4.662715,3e-06,2014ApJ...784...45R,0.07,0.001317667269243724,14.016655788960803,13.003655788960803,12.653655788960803,11.802655788960802
Kepler-318c,5746,100.0,100.0,0.19,0.1,0.1,1.072,,,1.189,0.21,0.21,4.325,0.15,0.15,0.9,0.404,0.404,,,,,,,,,,0.328,0.058,0.058,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,53,55.88,46,47,37.0,13.47,11.76,0.1065,0.1,2454966.08965,0.00091,11.815007,2e-05,2014ApJ...784...45R,0.01,0.0008036276388566712,14.016655788960803,13.003655788960803,12.653655788960803,11.802655788960802
Kepler-319b,5526,100.0,100.0,-0.08,0.1,0.1,0.912,,,0.903,0.125,0.125,4.487,0.15,0.15,1.748,0.471,0.471,,,,,,,,,,0.145,0.021,0.021,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,15,14.87,39,46,14.4,14.0,12.2,0.0914,0.03,2454968.23073,0.00134,4.362705,9e-06,2014ApJ...784...45R,0.26,0.00027228981102111474,14.589842826406674,13.483842826406674,13.110842826406675,12.164842826406675
Kepler-319c,5526,100.0,100.0,-0.08,0.1,0.1,0.912,,,0.903,0.125,0.125,4.487,0.15,0.15,1.748,0.471,0.471,,,,,,,,,,0.235,0.033,0.033,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,15,14.87,39,46,14.4,14.0,12.2,0.0746,0.09,2454970.54285,0.00061,6.941357,7e-06,2014ApJ...784...45R,0.13,0.0007152059364395272,14.589842826406674,13.483842826406674,13.110842826406675,12.164842826406675
Kepler-319d,5526,100.0,100.0,-0.08,0.1,0.1,0.912,,,0.903,0.125,0.125,4.487,0.15,0.15,1.748,0.471,0.471,,,,,,,,,,0.204,0.031,0.031,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,15,14.87,39,46,14.4,14.0,12.2,0.161,0.06,2454967.86667,0.00205,31.781925,0.000105,2014ApJ...784...45R,0.55,0.0005389589905091418,14.589842826406674,13.483842826406674,13.110842826406675,12.164842826406675
Kepler-320b,6435,200.0,200.0,-0.24,0.5,0.5,1.174,,,1.108,0.519,0.519,4.419,0.3,0.3,1.218,0.333,0.333,,,,,,,,,,0.102,0.048,0.048,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,32,51.25,46,10,30.4,13.5,12.3,0.1683,0.09,2454970.67704,0.01257,8.371554,0.000162,2014ApJ...784...45R,0.67,8.949354454721913e-05,13.833555068818905,13.143555068818904,12.889555068818904,12.316555068818904
Kepler-320c,6435,200.0,200.0,-0.24,0.5,0.5,1.174,,,1.108,0.519,0.519,4.419,0.3,0.3,1.218,0.333,0.333,,,,,,,,,,0.122,0.057,0.057,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,32,51.25,46,10,30.4,13.5,12.3,0.2192,0.15,2454971.2182,0.00801,17.934937,0.000281,2014ApJ...784...45R,0.22,0.00012802978825843996,13.833555068818905,13.143555068818904,12.889555068818904,12.316555068818904
Kepler-321b,5740,100.0,100.0,0.06,0.1,0.1,1.027,,,1.194,0.23,0.23,4.302,0.15,0.15,0.851,0.437,0.437,,,,,,,,,,0.158,0.03,0.03,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,37,48.93,44,8,45.5,12.89,11.24,0.1135,0.02,2454965.69543,0.00128,4.915379,1e-05,2014ApJ...784...45R,0.06,0.0001849168160360478,13.464716951160188,12.435716951160188,12.081716951160189,11.213716951160189
Kepler-321c,5740,100.0,100.0,0.06,0.1,0.1,1.027,,,1.194,0.23,0.23,4.302,0.15,0.15,0.851,0.437,0.437,,,,,,,,,,0.207,0.04,0.04,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,37,48.93,44,8,45.5,12.89,11.24,0.0892,0.04,2454977.52374,0.00109,13.093921,2.4e-05,2014ApJ...784...45R,0.01,0.0003173970778051839,13.464716951160188,12.435716951160188,12.081716951160189,11.213716951160189
Kepler-322b,5388,100.0,100.0,0.06,0.1,0.1,0.916,,,0.89,0.096,0.096,4.501,0.15,0.15,1.833,0.412,0.412,,,,,,,,,,0.09,0.01,0.01,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,18,45,23.72,44,17,42.9,13.73,11.83,0.0697,0.01,2454965.19171,0.00236,1.653888,6e-06,2014ApJ...784...45R,0.38,0.00010798809806715396,14.393749307683738,13.193749307683738,12.796749307683738,11.755749307683738
Kepler-322c,5388,100.0,100.0,0.06,0.1,0.1,0.916,,,0.89,0.096,0.096,4.501,0.15,0.15,1.833,0.412,0.412,,,,,,,,,,0.149,0.016,0.016,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,18,45,23.72,44,17,42.9,13.73,11.83,0.1023,0.04,2454965.84959,0.00123,4.337234,9e-06,2014ApJ...784...45R,0.23,0.0002959807117517142,14.393749307683738,13.193749307683738,12.796749307683738,11.755749307683738
Kepler-323b,5987,150.0,150.0,-0.19,0.1,0.1,1.017,,,1.178,0.228,0.228,4.31,0.15,0.15,0.878,0.424,0.424,,,,,,,,,,0.128,0.025,0.025,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,25,31.74,38,7,38.9,12.82,11.35,0.0983,0.01,2454969.05307,0.00109,1.678327,3e-06,2014ApJ...784...45R,0.09,0.00012468099087060595,13.285716951160188,12.421716951160189,12.113716951160189,11.393716951160188
Kepler-323c,5987,150.0,150.0,-0.19,0.1,0.1,1.017,,,1.178,0.228,0.228,4.31,0.15,0.15,0.878,0.424,0.424,,,,,,,,,,0.145,0.029,0.029,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,25,31.74,38,7,38.9,12.82,11.35,0.1271,0.02,2454967.64078,0.00133,3.553822,8e-06,2014ApJ...784...45R,0.1,0.00015999864703701715,13.285716951160188,12.421716951160189,12.113716951160189,11.393716951160188
Kepler-324b,5194,100.0,100.0,0.08,0.1,0.1,0.873,,,0.84,0.072,0.072,4.53,0.15,0.15,2.078,0.389,0.389,,,,,,,,,,0.102,0.01,0.01,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,5,53.15,49,38,56.5,14.31,12.29,0.1037,0.02,2454972.22656,0.00313,4.385315,2.5e-05,2014ApJ...784...45R,0.38,0.0001557086208517818,15.022835624987716,13.715835624987715,13.292835624987715,12.141835624987715
Kepler-324c,5194,100.0,100.0,0.08,0.1,0.1,0.873,,,0.84,0.072,0.072,4.53,0.15,0.15,2.078,0.389,0.389,,,,,,,,,,0.281,0.029,0.029,,,,,,,,,,2014ApJ...784...45R,2014ApJ...784...45R,KTEP,19,5,53.15,49,38,56.5,14.31,12.29,0.2745,0.11,2455016.00049,0.00291,51.805612,0.000314,2014ApJ...784...45R,0.83,0.001181748213290806,15.022835624987716,13.715835624987715,13.292835624987715,12.141835624987715
