# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jun  7 06:36:29 2017
#
# COLUMN plntname:       Planet Name
# COLUMN centralwavelng: Central Wavelength [microns]
# COLUMN bandwidth:      Band Width [microns]
# COLUMN plntransdep:    Transit Depth [percentage]
# COLUMN plntransdeperr1: Transit Depth Upper Unc. [percentage]
# COLUMN plntransdeperr2: Transit Depth Lower Unc. [percentage]
# COLUMN plntransdeplim: Transit Depth Limit Flag
# COLUMN plnradj:        Planet Radius [Jupiter radii]
# COLUMN plnradjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN plnradjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN plnradjlim:     Planet Radius Limit Flag
# COLUMN plnratror:      Ratio of Planet to Stellar Radius
# COLUMN plnratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN plnratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN plnratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN plntranmid:     Transit Mid-Point [BJD]
# COLUMN plntranmiderr1: Transit Mid-Point Upper Unc. [BJD]
# COLUMN plntranmiderr2: Transit Mid-Point Lower Unc. [BJD]
# COLUMN plntranmidlim:  Transit Mid-Point Limit Flag
# COLUMN plntranreflink: Reference
# COLUMN facility:       Facility
# COLUMN instrument:     Instrument
#
rowid,plntname,centralwavelng,bandwidth,plntransdep,plntransdeperr1,plntransdeperr2,plntransdeplim,plnradj,plnradjerr1,plnradjerr2,plnradjlim,plnratror,plnratrorerr1,plnratrorerr2,plnratrorlim,plntranmid,plntranmiderr1,plntranmiderr2,plntranmidlim,plntranreflink,facility,instrument
1459,WASP-17 b,0.57940,0.00940,,,,,,,,,0.12026,0.00136,-0.00136,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1460,WASP-17 b,0.58930,0.00050,,,,,,,,,0.13414,0.00555,-0.00555,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1461,WASP-17 b,0.61240,0.02260,,,,,,,,,0.11716,0.00241,-0.00241,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1462,WASP-17 b,0.65250,0.01750,,,,,,,,,0.11935,0.00104,-0.00104,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1463,WASP-17 b,0.69000,0.02000,,,,,,,,,0.12096,0.00095,-0.00095,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1464,WASP-17 b,0.73800,0.02800,,,,,,,,,0.12028,0.00104,-0.00104,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1465,WASP-17 b,0.76840,0.00240,,,,,,,,,0.12084,0.00440,-0.00440,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1466,WASP-17 b,0.79540,0.02460,,,,,,,,,0.11893,0.00148,-0.00148,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1467,WASP-17 b,0.85000,0.03000,,,,,,,,,0.11676,0.00170,-0.00170,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1468,WASP-17 b,0.91000,0.03000,,,,,,,,,0.12002,0.00169,-0.00169,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1469,WASP-17 b,0.98500,0.04500,,,,,,,,,0.11773,0.00244,-0.00244,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1470,WASP-17 b,1.13190,0.02320,,,,,,,,,0.12313,0.00171,-0.00171,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1471,WASP-17 b,1.17830,0.02320,,,,,,,,,0.12194,0.00140,-0.00140,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1472,WASP-17 b,1.22470,0.02320,,,,,,,,,0.12078,0.00157,-0.00157,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1473,WASP-17 b,1.27110,0.02320,,,,,,,,,0.12072,0.00168,-0.00168,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1474,WASP-17 b,1.31750,0.02320,,,,,,,,,0.12184,0.00159,-0.00159,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1475,WASP-17 b,1.36390,0.02320,,,,,,,,,0.12429,0.00173,-0.00173,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1476,WASP-17 b,1.41030,0.02320,,,,,,,,,0.12559,0.00173,-0.00173,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1477,WASP-17 b,1.45670,0.02320,,,,,,,,,0.12296,0.00183,-0.00183,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1478,WASP-17 b,1.50310,0.02320,,,,,,,,,0.12446,0.00179,-0.00179,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1479,WASP-17 b,1.54950,0.02320,,,,,,,,,0.12486,0.00192,-0.00192,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1480,WASP-17 b,1.59590,0.02320,,,,,,,,,0.12410,0.00204,-0.00204,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1481,WASP-17 b,1.64230,0.02320,,,,,,,,,0.12360,0.00213,-0.00213,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1482,WASP-17 b,3.56000,0.38000,,,,,,,,,0.12258,0.00050,-0.00050,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1483,WASP-17 b,4.50000,0.56000,,,,,,,,,0.12455,0.00069,-0.00069,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1484,WASP-39 b,0.33000,0.04000,,,,,,,,,0.14861,0.00116,-0.00116,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1485,WASP-39 b,0.38250,0.01250,,,,,,,,,0.14675,0.00109,-0.00109,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1486,WASP-39 b,0.40320,0.00810,,,,,,,,,0.14592,0.00087,-0.00087,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1487,WASP-39 b,0.41820,0.00690,,,,,,,,,0.14816,0.00106,-0.00106,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1488,WASP-39 b,0.43250,0.00750,,,,,,,,,0.14637,0.00101,-0.00101,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1489,WASP-39 b,0.44500,0.00500,,,,,,,,,0.14605,0.00102,-0.00102,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1490,WASP-39 b,0.45500,0.00500,,,,,,,,,0.14682,0.00090,-0.00090,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1491,WASP-39 b,0.46500,0.00500,,,,,,,,,0.14533,0.00091,-0.00091,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1492,WASP-39 b,0.47500,0.00500,,,,,,,,,0.14631,0.00096,-0.00096,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1493,WASP-39 b,0.48500,0.00500,,,,,,,,,0.14462,0.00086,-0.00086,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1494,WASP-39 b,0.49500,0.00500,,,,,,,,,0.14580,0.00085,-0.00085,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1495,WASP-39 b,0.50500,0.00500,,,,,,,,,0.14382,0.00085,-0.00085,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1496,WASP-39 b,0.51500,0.00500,,,,,,,,,0.14528,0.00093,-0.00093,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1497,WASP-39 b,0.52500,0.00500,,,,,,,,,0.14600,0.00079,-0.00079,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1498,WASP-39 b,0.53500,0.00500,,,,,,,,,0.14377,0.00094,-0.00094,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1499,WASP-39 b,0.54500,0.00500,,,,,,,,,0.14292,0.00097,-0.00097,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1500,WASP-39 b,0.55500,0.00500,,,,,,,,,0.14636,0.00088,-0.00088,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1501,WASP-39 b,0.56500,0.00500,,,,,,,,,0.14592,0.00086,-0.00086,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1502,WASP-39 b,0.55750,0.00750,,,,,,,,,0.14401,0.00123,-0.00123,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1503,WASP-39 b,0.57640,0.01140,,,,,,,,,0.14539,0.00095,-0.00095,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1504,WASP-39 b,0.58930,0.00150,,,,,,,,,0.14977,0.00229,-0.00229,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1505,WASP-39 b,0.59890,0.00810,,,,,,,,,0.14603,0.00118,-0.00118,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1506,WASP-39 b,0.61850,0.01150,,,,,,,,,0.14658,0.00122,-0.00122,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1507,WASP-39 b,0.63750,0.00750,,,,,,,,,0.14525,0.00131,-0.00131,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1508,WASP-39 b,0.65250,0.00750,,,,,,,,,0.14431,0.00162,-0.00162,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1509,WASP-39 b,0.67000,0.01000,,,,,,,,,0.14251,0.00119,-0.00119,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1510,WASP-39 b,0.69500,0.01500,,,,,,,,,0.14330,0.00079,-0.00079,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1511,WASP-39 b,0.73800,0.02800,,,,,,,,,0.14438,0.00066,-0.00066,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1512,WASP-39 b,0.76840,0.00250,,,,,,,,,0.14828,0.00290,-0.00290,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1513,WASP-39 b,0.79050,0.01960,,,,,,,,,0.14702,0.00141,-0.00141,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1514,WASP-39 b,0.83000,0.02000,,,,,,,,,0.14560,0.00163,-0.00163,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1515,WASP-39 b,0.87500,0.02500,,,,,,,,,0.14530,0.00129,-0.00129,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1516,WASP-39 b,0.96500,0.06500,,,,,,,,,0.14271,0.00109,-0.00109,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1517,WASP-39 b,3.56000,0.38000,,,,,,,,,0.14438,0.00061,-0.00061,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1518,WASP-39 b,4.50000,0.56000,,,,,,,,,0.14659,0.00073,-0.00073,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
1519,HD 189733 b,0.34500,0.02500,,,,,,,,,0.15811,0.00032,-0.00032,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1520,HD 189733 b,0.39500,0.02500,,,,,,,,,0.15751,0.00016,-0.00016,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1521,HD 189733 b,0.44500,0.02500,,,,,,,,,0.15718,0.00014,-0.00014,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1522,HD 189733 b,0.49500,0.02500,,,,,,,,,0.15695,0.00013,-0.00013,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1523,HD 189733 b,0.54000,0.02000,,,,,,,,,0.15666,0.00013,-0.00013,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1524,HD 189733 b,0.57000,0.01000,,,,,,,,,0.15644,0.00014,-0.00014,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1525,HD 189733 b,0.58600,0.00600,,,,,,,,,0.15638,0.00027,-0.00027,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1526,HD 189733 b,0.58950,0.00110,,,,,,,,,0.15703,0.00011,-0.00011,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1527,HD 189733 b,0.59800,0.00600,,,,,,,,,0.15631,0.00022,-0.00022,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1528,HD 189733 b,0.60950,0.00550,,,,,,,,,0.15617,0.00036,-0.00036,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1529,HD 189733 b,0.62050,0.00550,,,,,,,,,0.15600,0.00027,-0.00027,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1530,HD 189733 b,0.63200,0.00600,,,,,,,,,0.15610,0.00012,-0.00012,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1531,HD 189733 b,0.67500,0.02500,,,,,,,,,0.15585,0.00011,-0.00011,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1532,HD 189733 b,0.72500,0.02500,,,,,,,,,0.15572,0.00011,-0.00011,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1533,HD 189733 b,0.77500,0.02500,,,,,,,,,0.15586,0.00012,-0.00012,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1534,HD 189733 b,0.82500,0.02500,,,,,,,,,0.15552,0.00012,-0.00012,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1535,HD 189733 b,0.87500,0.02500,,,,,,,,,0.15553,0.00013,-0.00013,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1536,HD 189733 b,0.92500,0.02500,,,,,,,,,0.15546,0.00013,-0.00013,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1537,HD 189733 b,0.97500,0.02500,,,,,,,,,0.15552,0.00016,-0.00016,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1538,HD 189733 b,1.08500,0.08500,,,,,,,,,0.15512,0.00022,-0.00022,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Space Telescope Imaging Spectrograph
1539,HD 189733 b,1.12790,0.00940,,,,,,,,,0.15469,0.00024,-0.00024,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1540,HD 189733 b,1.14670,0.00940,,,,,,,,,0.15497,0.00022,-0.00022,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1541,HD 189733 b,1.16550,0.00940,,,,,,,,,0.15507,0.00034,-0.00034,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1542,HD 189733 b,1.18430,0.00940,,,,,,,,,0.15493,0.00028,-0.00028,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1543,HD 189733 b,1.20310,0.00940,,,,,,,,,0.15469,0.00026,-0.00026,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1544,HD 189733 b,1.22180,0.00940,,,,,,,,,0.15467,0.00023,-0.00023,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1545,HD 189733 b,1.24060,0.00940,,,,,,,,,0.15444,0.00018,-0.00018,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1546,HD 189733 b,1.25940,0.00940,,,,,,,,,0.15482,0.00020,-0.00020,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1547,HD 189733 b,1.27820,0.00940,,,,,,,,,0.15437,0.00020,-0.00020,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015arXiv151204341S target=ref>Sing et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
